LSOA11CD,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13
E01003593,-0.999162397,-0.164015919,0.24250527,-0.431200956,-0.388661173,-0.389509577,-0.695510709,-0.104573703,-0.704703723,0.013808426,-0.093823242,-0.070593227,-0.347771244
E01003592,-0.999357818,-0.132048622,0.228270302,-0.188344988,-0.008680668,-0.543364936,-0.754581897,-0.1833069,-0.686966068,0.038738136,-0.150297487,-0.102747087,-0.408986349
E01003513,-0.998811684,-0.164747598,-0.093413842,-0.590952983,-0.20883772,-0.412860842,-0.623767797,-0.082822309,-0.601346222,0.009330984,-0.178092226,0.061464429,-0.41331375
E01003591,-0.999083352,0.009536037,0.308497147,-0.194193074,0.117737406,-0.710126706,-0.665048474,-0.243859419,-0.545958994,0.123272611,-0.01497678,-0.570122014,-0.616919074
E01003590,-0.999168967,-0.183893462,0.159617215,-0.287277539,-0.35712957,-0.461387753,-0.83245524,-0.087629823,-0.682370936,-0.083518278,-0.085456008,-0.127546381,-0.34178788
E01003511,-0.998961375,-0.240057445,0.169911154,-0.617471439,-0.554471966,-0.113602336,-0.751780593,-0.285901099,-0.707214568,-0.006626971,0.014003111,0.055588134,-0.381202177
E01003518,-0.998985015,-0.220608411,-0.187761678,-0.565658512,-0.145059956,-0.396317042,-0.647115169,-0.086406448,-0.68085396,-0.05137077,-0.177146341,0.106480715,-0.437149023
E01003599,-0.998760583,-0.161693111,0.376758392,-0.067301689,-0.133342891,-0.535391804,-0.783037868,-0.231805471,-0.487576136,0.057574962,-0.196569954,-0.038621281,-0.359373684
E01003519,-0.998772719,-0.130162398,0.061075531,-0.600970325,-0.264217908,-0.447103333,-0.671670728,-0.215483391,-0.533622814,0.085376817,-0.169608606,0.114003314,-0.39257565
E01003598,-0.983591811,-0.055687748,0.308132767,-0.557244443,-0.425228667,-0.375579218,-0.574678621,0.279975495,-0.685240654,-0.302759272,-0.081309469,-0.204774459,-0.345646547
E01003479,-0.998435638,-0.219836664,-0.133950624,-0.683763383,-0.225980954,-0.520518962,-0.598089618,-0.244112183,-0.482583266,-0.016376584,-0.116446076,0.041840735,-0.341697644
E01003616,-0.999242707,0.070445612,0.041967183,-0.503697903,-0.183776229,-0.49018391,-0.637429072,-0.17355973,-0.66336531,-0.000747351,-0.119685348,-0.248328537,-0.430323572
E01003617,-0.999118677,0.253986919,-0.062279913,-0.554877831,-0.222534692,-0.450385682,-0.386441013,0.031141824,-0.638714886,-0.135989933,-0.141602102,-0.028080932,-0.490705391
E01003615,-0.98356855,-0.053881832,0.062526958,-0.501895711,-0.151049703,-0.525299505,-0.765440387,-0.190987619,-0.6869518,0.085517583,-0.156022964,-0.087874808,-0.433525774
E01003611,-0.999129676,-0.184794514,0.17687873,-0.781119277,-0.601514742,-0.278786948,-0.686555197,-0.072316064,-0.751903834,0.043991895,-0.115348066,-0.012632903,-0.468971416
E01003618,-0.974931949,0.168925622,-0.136651577,-0.482526017,-0.023743725,-0.514006072,-0.667889222,-0.204459612,-0.6503717,-0.023905242,-0.197972422,-0.135945484,-0.396669759
E01003619,-0.961603664,0.269057287,-0.00551272,-0.557846409,-0.387689639,-0.499992311,-0.134768542,0.502024681,-0.626295447,-0.480142291,-0.051044074,-0.321602542,-0.403569325
E01003566,-0.979695127,-0.137328619,0.225677947,-0.199105089,0.507673626,-0.834734189,-0.783998394,-0.130279296,-0.563303323,0.095429279,-0.108878557,-0.238256276,-0.556526952
E01003567,-0.942870267,-0.051325519,0.220259458,-0.15203234,0.382676458,-0.73054055,-0.616774305,-0.055887634,-0.657658024,0.047997607,0.030506841,-0.366134822,-0.413850822
E01003564,-0.999363047,-0.150970203,0.117183583,-0.19967375,0.580663898,-0.757482408,-0.803760179,-0.015415612,-0.644617912,0.076693705,-0.100322208,-0.118722544,-0.34924235
E01003565,-0.999414268,-0.182506058,0.135285844,-0.201928793,0.696589383,-0.852899133,-0.794581595,-0.012910614,-0.64883437,0.055157821,-0.115617092,-0.109076098,-0.340056167
E01003562,-0.999049961,-0.196394396,0.107065218,-0.221013434,0.573346904,-0.871259063,-0.637254648,-0.102441582,-0.551152864,0.165809952,-0.114680634,-0.277099054,-0.455162649
E01003563,-0.99913013,-0.240591073,0.095803027,-0.280659306,0.565454154,-0.801926418,-0.745059702,-0.040631893,-0.594835636,0.099256057,-0.125222178,-0.135875661,-0.302167305
E01003560,-0.99904428,-0.333580116,0.189936081,-0.137041993,0.48453048,-0.817155853,-0.78233681,-0.08122139,-0.574493142,0.086807747,-0.132895434,-0.067738832,-0.279307915
E01003561,-0.999340944,-0.195718463,0.260148721,-0.009900217,0.410338104,-0.831344741,-0.797595447,-0.127411874,-0.606410132,0.087058201,-0.204912055,-0.212824103,-0.335004476
E01003568,-0.999413755,-0.218515859,0.129798936,-0.108324753,0.505273902,-0.798748522,-0.764094223,-0.051439867,-0.656516788,0.044218086,-0.17300568,-0.135813488,-0.268898605
E01003569,-0.94133354,-0.046717148,0.080931349,-0.215738419,0.697649309,-1,-0.721013614,-0.134023218,-0.653358612,0.159036108,0.031312952,-0.366079691,-0.488540092
E01003546,-0.964588459,-0.13398371,0.246636673,-0.307772565,-0.258811694,-0.435511731,-0.727812199,-0.13332552,-0.710608266,0.041529642,-0.162042234,-0.147268654,-0.30586847
E01003547,-0.999306095,-0.078575666,-0.113325731,-0.32694406,-0.31479506,-0.663772392,-0.75988134,-0.195726026,-0.645997269,0.020282806,-0.230517461,-0.275629383,-0.243300485
E01003544,-0.999100499,-0.125021427,0.073771474,-0.57897741,-0.144736957,-0.550396515,-0.696664235,0.021951939,-0.656271865,-0.006331653,-0.075630081,-0.284309393,-0.38206458
E01003545,-0.999189708,-0.182542589,0.119674637,-0.464205662,-0.369616307,-0.515189554,-0.753070625,0.03360031,-0.678870159,-0.095078245,-0.137579941,-0.228506251,-0.334789529
E01003542,-0.998944918,-0.31656889,0.277735715,-0.407793487,-0.213543361,-0.430899233,-0.78783457,-0.24051848,-0.637497099,0.012985006,-0.110843153,-0.155792806,-0.386732232
E01003543,-0.999270492,-0.002804014,0.052392384,-0.446399559,-0.141166043,-0.586752573,-0.718519327,0.075671843,-0.640802508,-0.198736422,-0.168929341,-0.368675324,-0.410544946
E01003540,-0.998761656,-0.374488823,0.134494501,-0.473855023,-0.211636395,-0.402739138,-0.780801164,-0.23649946,-0.616347092,0.000855042,-0.098172502,-0.119907949,-0.376936283
E01003541,-0.998848923,-0.347746394,0.118738962,-0.340262024,-0.235252274,-0.497885851,-0.772352765,-0.131284304,-0.587244596,0.016857206,-0.211956102,-0.140349769,-0.331925685
E01003548,-0.964774298,-0.041478987,-0.009451921,-0.511229807,-0.048916959,-0.468526935,-0.700751856,-0.18105695,-0.662758619,-0.013671156,-0.251726288,-0.267971883,-0.432994306
E01003549,-0.999208648,0.004586721,0.040049594,-0.535018039,-0.181620196,-0.508239195,-0.56056009,0.011913532,-0.688112756,-0.182810594,-0.167342692,-0.189188216,-0.375065869
E01032581,-0.984564454,-0.245159613,-0.128788393,-0.47685936,-0.142245864,-0.634391199,-0.621120364,-0.158918182,-0.66037878,-0.049781275,-0.070130675,-0.167928424,-0.280645171
E01003776,-0.998856275,-0.094781906,-0.383949667,-0.546106163,-0.540924935,-0.437035901,-0.802405625,-0.242975792,-0.643474016,-0.12673612,-0.039522932,-0.068584083,-0.377805352
E01003777,-0.999032007,0.017313438,-0.649392399,-0.441375673,-0.303013292,-0.608471585,-0.763417463,-0.130439415,-0.637101598,-0.070034591,-0.119534935,-0.126589688,-0.388594548
E01003774,-0.975606716,-0.033958104,-0.577532428,-0.495869509,-0.419195344,-0.635188208,-0.73777298,-0.209216871,-0.540278747,-0.178855663,-0.13431392,0.051663996,-0.349073106
E01003775,-0.998884475,-0.09807753,-0.591645419,-0.403223216,-0.05088596,-0.411560052,-0.781058841,-0.055133674,-0.636789067,-0.026144147,-0.095344306,0.036857798,-0.3330525
E01003772,-0.999012308,-0.36425525,-0.210301446,-0.373454551,0.380832563,-0.634927808,-0.675774896,-0.193986155,-0.63487498,0.00218848,-0.128374758,-0.081719383,-0.274616024
E01003773,-0.999184785,-0.332726706,-0.170724053,-0.266851925,0.017877177,-0.743325784,-0.737296909,-0.155049171,-0.665021598,-0.062809618,-0.197601172,-0.106625056,-0.289120548
E01003770,-0.999177822,-0.221360333,-0.134313856,-0.426181905,0.04724881,-0.62987314,-0.704152759,-0.031401556,-0.666651013,-0.144107507,-0.168600309,-0.205871061,-0.300858572
E01003771,-0.999200067,-0.214623468,-0.08605658,-0.350306143,0.262234738,-0.662072283,-0.787488031,0.022921626,-0.658689357,-0.072438026,-0.104814601,-0.091922358,-0.316949484
E01003778,-0.998988838,0.056314958,-0.566553633,-0.466308503,-0.275945712,-0.580162279,-0.672382202,-0.193416189,-0.640260952,-0.049814092,0.014841207,-0.199967861,-0.493927195
E01003779,-0.998970649,-0.131962727,-0.542072711,-0.511962585,-0.364076637,-0.585802199,-0.812216105,-0.268790162,-0.658015985,-0.163186272,-0.063525202,-0.104085856,-0.300860412
E01033589,-0.999353832,0.33924364,-0.214694769,-0.514371449,0.442859089,-0.878641209,-0.581278752,0.23348009,-0.60471972,-0.171006215,0.118614209,-0.27988344,-0.467332823
E01003756,-0.965476016,-0.440627786,-0.13788756,-0.369847901,0.357983265,-0.755044004,-0.707816899,-0.100486777,-0.701137646,-0.038607044,-0.25568642,-0.098272356,-0.310003722
E01003757,-0.999193742,-0.231590788,-0.092774029,-0.415042605,0.249432041,-0.736918107,-0.768004362,-0.111118087,-0.621388083,0.024803348,-0.205459605,-0.135652945,-0.301071126
E01003754,-0.999204701,-0.359742266,-0.205594182,-0.350510285,0.328941375,-0.691797241,-0.726368029,-0.162798249,-0.682889347,-0.106618956,-0.15706893,-0.080219224,-0.414712939
E01003755,-0.99924949,-0.411343242,-0.121804662,-0.386073538,0.457091168,-0.710544345,-0.628870166,-0.160149602,-0.693997389,-0.051163536,-0.190698786,-0.093872094,-0.378317852
E01003752,-0.999157364,-0.241765042,-0.179979692,-0.384885089,0.236299257,-0.822761513,-0.612973734,0.145203976,-0.654322308,-0.229102092,-0.171380358,-0.03597,-0.361659986
E01003753,-0.999251415,-0.298136864,-0.127240471,-0.331693842,0.263646761,-0.747160186,-0.634703763,-0.125126569,-0.686533942,-0.065893243,-0.172347942,-0.020570491,-0.328071872
E01003750,-0.998827713,-0.222079669,-0.556466337,-0.485802398,-0.410140227,-0.451916964,-0.661860909,-0.284635091,-0.669075722,-0.153281169,-0.085941057,-0.13006091,-0.422472453
E01003751,-0.999025382,-0.339813294,-0.217869724,-0.401483858,0.382241742,-0.687172833,-0.715244461,-0.185112483,-0.649847017,-0.060767822,-0.058072426,-0.055386067,-0.334509824
E01003758,-0.974288772,-0.147722686,0.056419009,-0.445053719,0.125624032,-0.641485249,-0.638259738,0.150024046,-0.66485325,-0.164171866,-0.137290748,-0.301741749,-0.365216089
E01003759,-0.999002464,-0.383571979,-0.484769269,-0.364913647,-0.405097928,-0.590658021,-0.658306923,-0.286867633,-0.698363373,-0.182961484,-0.248530881,0.025604153,-0.381911954
E01003686,-0.999201832,-0.352595883,-0.021467898,-0.429790734,0.653226787,-0.761125756,-0.776429523,-0.117934473,-0.638620844,0.038189793,-0.19709869,-0.120986994,-0.268049258
E01003685,-0.979513612,-0.345159588,-0.039681564,-0.412905534,0.811595366,-0.73236599,-0.796318965,-0.143396378,-0.672572178,0.063675387,-0.124014944,-0.110166536,-0.383687375
E01003684,-0.998906645,-0.429543235,-0.025734626,-0.434865038,0.563845421,-0.772718706,-0.811481668,-0.10842711,-0.560324289,0.018150393,-0.186094552,-0.0392668,-0.278851253
E01003683,-0.998950438,-0.420270259,0.008528788,-0.372038945,0.553080951,-0.705432467,-0.804556273,-0.036512967,-0.576178856,0.014900959,-0.226698293,-0.095928419,-0.323531992
E01003682,-0.999225483,-0.408444412,-0.243823598,-0.222522975,0.356151452,-0.782162636,-0.765342013,-0.131875877,-0.67329516,-0.0702003,-0.179849853,0.052948425,-0.305229017
E01003681,-0.984156121,-0.322130496,-0.241434384,-0.325280368,0.115294564,-0.583909729,-0.652860894,-0.238545242,-0.671980169,-0.082351934,-0.055768388,-0.01444517,-0.348726216
E01003680,-0.999149327,-0.517438343,-0.2947107,-0.306206516,0.144377228,-0.69433105,-0.623142227,-0.201889238,-0.704068794,-0.174527096,-0.274025764,0.087666465,-0.363225211
E01003689,-0.999253464,-0.270729442,-0.071581272,-0.336069681,0.588884952,-0.765108116,-0.785734184,-0.161353555,-0.669593855,-0.001674988,-0.062885548,-0.180883577,-0.436847489
E01003688,-0.998417751,-0.265667484,0.040869085,-0.418965165,0.687938622,-0.857318464,-0.744083458,0.022813753,-0.371929135,-0.056340345,-0.158020472,-0.059757272,-0.265232705
E01003736,-0.999178333,-0.356452396,0.013911721,-0.423613054,0.500942988,-0.732927861,-0.798641859,-0.034469588,-0.626903926,0.104292798,-0.200139487,0.04107223,-0.265104829
E01003737,-0.981383126,-0.52790238,-0.37253486,-0.326742342,0.371283672,-0.407004715,-0.854017246,0.025351606,-0.654548357,-0.035885375,-0.173670224,-0.057122504,-0.357526656
E01003734,-0.999146467,-0.351184805,-0.058216478,-0.383154827,0.671444439,-0.694164279,-0.789379042,-0.074470502,-0.654042508,0.051268752,-0.088808655,-0.231516743,-0.241807101
E01003735,-0.999214568,-0.241526621,0.201763247,-0.516199646,0.056579736,-0.500953614,-0.821388508,0.010582566,-0.667288915,-0.021317911,-0.006743618,-0.107085721,-0.296732733
E01003732,-0.999007411,-0.163712998,0.105427524,-0.522811372,-0.025764541,-0.397909316,-0.784893497,-0.061163811,-0.615351653,-0.098413021,-0.017293321,-0.072666874,-0.306208892
E01003733,-0.998770784,-0.377007389,-0.010673331,-0.430601327,0.610573855,-0.779780769,-0.832650069,0.007977788,-0.496244571,0.095708038,-0.182912247,0.010492826,-0.312997071
E01003730,-0.99934838,-0.394546308,0.097169667,-0.231840145,0.657225408,-0.763081435,-0.842665994,-0.062735746,-0.672457724,0.072114141,-0.217343145,-0.054647553,-0.242982304
E01003731,-0.999135603,-0.34284866,0.038299329,-0.407880189,0.466289004,-0.658467686,-0.785050273,-0.133210907,-0.654625619,0.092921,-0.108206134,-0.037949466,-0.252983877
E01003738,-0.999159776,-0.49894737,-0.097310842,-0.246744334,0.289819131,-0.807294149,-0.649634468,-0.177383317,-0.691256652,0.010096461,-0.172380309,-0.148043879,-0.242586345
E01003739,-0.983656522,-0.311469426,-0.053039285,-0.298798111,0.167186012,-0.768186346,-0.639201355,0.160015753,-0.653882514,-0.230993773,-0.120233339,-0.173598189,-0.315679198
E01003716,-0.998888673,-0.37463997,-0.193432148,-0.419408484,0.261541065,-0.705553864,-0.728066148,-0.157168808,-0.586841328,-0.005444325,-0.184410598,-0.059976769,-0.362610973
E01003796,-0.903624408,-0.190453211,-0.44813455,-0.476368766,-0.396778316,-0.600954949,-0.840082217,-0.196853258,-0.691727496,-0.138940448,-0.119188038,-0.03816318,-0.34217756
E01003714,-0.999008301,-0.383413971,-0.049794191,-0.434129296,0.508188672,-0.754151347,-0.727648041,-0.113560274,-0.603953914,-0.008298754,-0.168337308,-0.270160982,-0.37327645
E01003795,-0.998817942,-0.367756462,-0.654437754,-0.39358904,-0.337426249,-0.481280333,-0.882526016,-0.125747784,-0.658327414,-0.120945401,-0.159365654,-0.02252475,-0.351463495
E01003715,-0.999413842,-0.22126503,-0.068588514,-0.338519939,0.493873181,-0.807595759,-0.784946509,-0.122301451,-0.675335598,0.047052581,-0.160490762,-0.189317478,-0.358673329
E01003794,-0.980100989,-0.307521317,-0.518319091,-0.47306715,-0.320579207,-0.59501718,-0.691086693,-0.263390476,-0.602357442,-0.139272081,-0.21025655,0.128194212,-0.368431498
E01003712,-0.998943333,-0.420366964,-0.115851179,-0.498122175,-0.296194387,-0.510937562,-0.749462788,-0.259594324,-0.703648302,-0.090406341,-0.073944002,-0.053984225,-0.328970785
E01003793,-0.998894519,-0.23703917,-0.32429346,-0.564601134,-0.434208328,-0.49105911,-0.756263981,-0.250973096,-0.691519127,-0.111499546,-0.063787179,-0.064698263,-0.3228288
E01003792,-0.999148256,-0.222470701,-0.582806325,-0.476064862,-0.458141975,-0.708842271,-0.831094991,-0.211875402,-0.686109561,-0.155214545,-0.24142459,-0.094812182,-0.316730427
E01003713,-0.977893714,-0.419964456,-0.162845834,-0.37255489,0.413542356,-0.647561535,-0.802157275,-0.090616062,-0.684048965,0.005722131,-0.173600536,-0.072205037,-0.301983544
E01003710,-0.998617681,-0.584117837,-0.429076395,-0.336507557,0.082347869,-0.369208324,-0.70437261,-0.016777198,-0.660849614,-0.017040363,-0.155564498,-0.026730543,-0.347955863
E01003791,-0.998929281,-0.324986411,-0.574361856,-0.468166846,-0.358713108,-0.545919038,-0.740331118,-0.265413882,-0.685091819,-0.182280123,-0.213266472,-0.113228798,-0.331815389
E01003711,-0.998836816,-0.480372879,-0.306395226,-0.470035706,-0.063496185,-0.543523626,-0.681957587,-0.265307184,-0.68655622,-0.129192063,-0.084584643,-0.100246767,-0.375071507
E01003790,-0.963157059,-0.225576038,-0.411966749,-0.511267003,-0.448500959,-0.596733745,-0.817986046,-0.129041112,-0.679901559,-0.131634841,-0.117774622,-0.114531221,-0.289374367
E01003718,-0.998901048,-0.183909126,-0.07036071,-0.407052928,0.229372664,-0.761225048,-0.789221821,-0.074307587,-0.528732959,-0.087847231,-0.112875596,-0.015282088,-0.330227003
E01003719,-0.999034024,-0.173419384,-0.109658714,-0.291931668,0.258527042,-0.772976822,-0.620656872,-0.216172212,-0.577455746,0.081027439,-0.141998833,-0.181633717,-0.422257956
E01003676,-0.978917762,-0.341729359,-0.21460619,-0.158731324,0.274806536,-0.742893166,-0.711627309,-0.164416655,-0.681136146,-0.043186565,-0.154053009,0.038100691,-0.270588554
E01003677,-0.998897364,-0.492347987,-0.268976621,-0.102893337,0.113837559,-0.492918322,-0.730954389,-0.223702975,-0.648103053,-0.129277349,-0.174727396,0.045814956,-0.403062541
E01003674,-0.999172646,0.108416332,-0.510043396,-0.522843177,-0.238022623,-0.663044027,-0.495903146,-0.211135146,-0.664150809,-0.024592756,-0.081647471,-0.150378626,-0.414726449
E01003675,-0.978706667,-0.261821668,-0.128704876,-0.10434458,0.220912154,-0.705418084,-0.707917023,-0.122728486,-0.670409267,-0.139378516,-0.138779127,0.037833231,-0.40363549
E01003672,-0.998828035,0.020688494,-0.353457582,-0.582760488,-0.515658261,-0.50809054,-0.400270601,0.104418747,-0.643782712,-0.286910075,0.035378042,-0.188990461,-0.37361336
E01003673,-0.998952926,0.02043451,-0.521237846,-0.572911119,-0.382091426,-0.687704464,-0.522164565,0.180297639,-0.634356066,-0.413067295,-0.109901708,-0.11509248,-0.341408662
E01003670,-0.998890112,-0.318849487,-0.49446805,-0.460590841,-0.377757927,-0.593734392,-0.637247814,-0.285280371,-0.672248183,-0.106424157,-0.049868614,-0.123344096,-0.287324542
E01003671,-0.998888028,-0.488613293,-0.563123561,-0.482027854,-0.466292616,-0.574259211,-0.620437615,-0.213945834,-0.700929963,-0.17048315,-0.253070956,-0.010155841,-0.360233062
E01003678,-0.9990718,-0.390943138,-0.364183036,-0.268777854,0.24910448,-0.522779138,-0.607175541,-0.140025093,-0.682305976,-0.007972563,-0.186887872,0.002007329,-0.367414749
E01003679,-0.998971745,-0.532175103,-0.406091278,-0.284591394,0.273810326,-0.584697617,-0.636807315,-0.096505492,-0.681568418,-0.052666453,-0.232790661,0.084313277,-0.368029684
E01003766,-0.999264499,-0.373714322,-0.077578972,-0.301565824,0.394213828,-0.762598475,-0.726119458,-0.12981387,-0.686463733,0.007232778,-0.192857414,-0.179172078,-0.334988903
E01003767,-0.999251349,-0.223275458,-0.035179353,-0.376740721,0.568186131,-0.83596704,-0.740845028,-0.163851873,-0.643816183,0.093945389,-0.026977207,-0.296174554,-0.424370861
E01003764,-0.999107194,-0.107883212,-0.488196752,-0.53695774,-0.295319507,-0.623617938,-0.691198986,-0.254251338,-0.673673604,-0.122613485,-0.139511282,-0.13711209,-0.453219383
E01003765,-0.983469523,-0.118622523,-0.512319547,-0.482668423,-0.347930589,-0.698711265,-0.458062417,-0.259999573,-0.69075617,0.00951385,-0.15643066,-0.119875202,-0.397496831
E01003762,-0.999065099,-0.287870142,-0.466755355,-0.562779071,-0.522441473,-0.593280226,-0.677618333,-0.228783924,-0.699176641,-0.110315121,-0.225308679,-0.096676271,-0.340514216
E01003763,-0.999004949,-0.384449236,-0.401480549,-0.496977217,-0.079562934,-0.620037212,-0.566042617,-0.271262879,-0.699971084,-0.044022551,-0.1269032,-0.103616949,-0.224191112
E01003760,-0.999016221,-0.306421112,-0.300716428,-0.503255248,-0.286382828,-0.564174145,-0.634664622,-0.192790275,-0.692708683,-0.167351773,-0.17633339,-0.044523341,-0.349039117
E01003761,-0.999107912,-0.250482548,0.139726027,-0.721401274,-0.429947967,-0.314296802,-0.821384609,-0.220569511,-0.736498951,-0.017398953,-0.101329026,0.004794949,-0.406144164
E01003768,-0.999345318,-0.174910739,-0.124113157,-0.479716595,0.362555554,-0.722889185,-0.820571295,-0.175106171,-0.676519817,-0.013067537,-0.122790583,-0.101412094,-0.422988883
E01003769,-0.945508628,-0.168261906,-0.047125515,-0.31916805,0.402062173,-0.75125917,-0.809525384,-0.227017374,-0.682576972,0.017610338,-0.05369861,-0.324274247,-0.474458896
E01003656,-0.998744846,-0.528058378,-0.341881563,-0.547303287,-0.510833982,-0.543165554,-0.608861459,-0.345996503,-0.715570197,-0.107069936,-0.097599274,-0.217528192,-0.408114606
E01003657,-0.987047255,-0.438432006,-0.444564609,-0.507097008,-0.411763685,-0.510346183,-0.521500532,-0.244633917,-0.676940463,-0.024227593,-0.130052854,-0.299508518,-0.369365641
E01003654,-0.998965885,-0.361107709,-0.396804953,-0.565141466,-0.349698765,-0.560252317,-0.604862485,-0.240412518,-0.707060722,-0.17250244,-0.193839011,0.01827402,-0.355337403
E01003655,-0.998887394,-0.318752058,-0.517112216,-0.501665774,-0.387438253,-0.665387709,-0.697188625,-0.279770664,-0.656370026,-0.159965331,-0.151201724,-0.077092968,-0.442239799
E01003652,-0.999285911,-0.297171065,-0.223801708,-0.216102452,-0.029969141,-0.679222769,-0.723132816,-0.201719737,-0.689079853,-0.078536919,-0.193703408,0.016687169,-0.278087535
E01003653,-0.999294781,-0.07985806,-0.205451964,-0.332853195,0.249357732,-0.667131508,-0.631937868,-0.228042788,-0.671518093,0.008807199,-0.061233715,-0.031253434,-0.482257648
E01003650,-0.998824594,-0.439075919,-0.293857969,-0.395088461,-0.053124905,-0.539761133,-0.72063874,-0.220815533,-0.652188843,-0.163060056,-0.126295356,-0.029907758,-0.372845939
E01003651,-0.999099572,-0.416121115,-0.310369182,-0.290343606,0.170601715,-0.626429401,-0.667399398,-0.191319991,-0.68756364,-0.125282301,-0.15758993,0.094084548,-0.351897884
E01003658,-0.998989386,-0.216915588,-0.226046048,-0.592924254,-0.324316158,-0.396718411,-0.627686516,-0.322875517,-0.695866755,-0.119513645,-0.054390147,-0.042744534,-0.503761085
E01003659,-0.998694654,-0.529375565,-0.391873503,-0.568994567,-0.366621502,-0.674009816,-0.586908296,-0.288953361,-0.63774251,-0.103160419,-0.220177695,-0.114919724,-0.337048181
E01003746,-0.998388483,-0.495221106,-0.704200593,-0.398869195,-0.460134178,-0.228539245,-0.746935137,-0.088706689,-0.649502751,-0.045447926,-0.091533014,-0.175889423,-0.388926468
E01003747,-0.998474364,-0.561269723,-0.754116071,-0.357444461,-0.367481394,-0.228060662,-0.840104973,0.026215363,-0.636553063,-0.066905859,-0.156093508,-0.065601789,-0.402633177
E01003744,-0.78729868,-0.535800439,-0.727011861,-0.345674084,-0.354734875,-0.181330151,-0.735132637,0.001736249,-0.671624813,0.035034187,-0.131151684,-0.156061571,-0.366400204
E01003745,-0.998160569,-0.64677751,-0.815706197,-0.225998272,-0.241532044,0.009487058,-0.843283803,0.268575572,-0.604341332,0.14734911,-0.214725149,-0.202223628,-0.40930679
E01003742,-0.999209456,-0.359488218,-0.099080908,-0.439070472,0.442552073,-0.790618077,-0.746521735,-0.073334582,-0.66166617,0.046448597,-0.170408915,-0.204012639,-0.29376221
E01003743,-0.999178933,-0.431554018,-0.071173297,-0.378799216,0.5590929,-0.788585066,-0.751828944,-0.115702249,-0.676088396,0.052176783,-0.098662884,-0.076329293,-0.297793079
E01003740,-0.999000006,-0.465978454,-0.246857102,-0.309957642,0.357517779,-0.601579087,-0.849401237,0.035281854,-0.658820741,-0.017582083,-0.175703509,-0.070369951,-0.364685794
E01003741,-0.998977864,-0.508220213,-0.183030121,-0.289355216,-0.000606002,-0.683513894,-0.751932802,-0.234422692,-0.692486254,-0.116560567,-0.165365443,-0.001146888,-0.368965777
E01003748,-0.998316279,-0.408867404,-0.776405482,-0.324437851,-0.25479455,-0.129846711,-0.755183748,0.034148199,-0.608813194,0.090180902,-0.035796862,-0.242609844,-0.446262205
E01003749,-0.998924166,-0.160949371,-0.552101934,-0.498574464,-0.266404732,-0.426535849,-0.583307493,-0.25271642,-0.677618708,-0.088569631,-0.151023501,-0.021528844,-0.337357631
E01003638,-0.981753228,-0.41588701,-0.203960587,-0.412761565,-0.19568776,-0.604282881,-0.559815793,-0.070488573,-0.673425839,-0.30061541,-0.074179213,-0.128186804,-0.369710106
E01003639,-0.983815674,-0.345698028,-0.185980495,-0.425121069,-0.058366355,-0.554404284,-0.639341018,-0.155613583,-0.678154375,-0.177378637,-0.061141338,-0.062945652,-0.3313074
E01033592,-0.999003189,-0.338716058,-0.133414521,-0.447959561,-0.156577348,-0.679245056,-0.474200814,0.165164382,-0.678746582,-0.242364429,-0.164912386,-0.205253278,-0.276529883
E01033591,-0.999149803,-0.235973962,-0.075602673,-0.462768942,0.432096412,-0.676798162,-0.742703403,-0.149802982,-0.645959726,0.048258244,-0.075819626,-0.278160648,-0.406276837
E01033590,-0.99869243,-0.071891059,-0.090353504,-0.66212906,-0.284104563,-0.619002524,-0.399889573,0.26826256,-0.554993703,-0.268121243,-0.084224282,-0.145890813,-0.226646718
E01003726,-0.874409212,-0.496914807,-0.190031404,-0.663823095,-0.39234378,-0.482733182,-0.694607296,-0.3031579,-0.541708549,-0.054804807,-0.091975695,-0.070823165,-0.348095994
E01003727,-0.998626791,-0.563087191,-0.285304352,-0.592969444,-0.3810956,-0.501105033,-0.674417678,-0.41182177,-0.695194186,-0.15354924,0.004544465,0.006532783,-0.363597654
E01003724,-0.998621163,-0.517825974,-0.33520501,-0.510947255,-0.324093464,-0.500279566,-0.570915677,-0.026447023,-0.669390105,-0.253259906,-0.05834145,-0.071625517,-0.312553217
E01003725,-0.998701026,-0.437347815,-0.289322447,-0.634525489,-0.455143944,-0.547954363,-0.674671365,-0.219129538,-0.658054442,-0.19132699,-0.059947596,0.001533249,-0.361517334
E01003722,-0.998615316,-0.552684737,-0.255071585,-0.604213469,-0.348516808,-0.508414863,-0.647456946,-0.246076076,-0.692531384,-0.172063444,-0.020098896,-0.077611576,-0.368429589
E01003723,-0.998698348,-0.639590756,-0.23755555,-0.623092986,-0.440380567,-0.557912131,-0.725454743,-0.330355346,-0.713958972,-0.153322288,-0.0786384,-0.073968714,-0.383977288
E01003720,-0.924408354,-0.547025014,-0.262520861,-0.610251874,-0.388509389,-0.482610901,-0.660588755,-0.393552138,-0.617723273,-0.115406354,-0.038320537,-0.112188217,-0.405853503
E01003721,-0.99886468,-0.45000901,-0.262571741,-0.535192466,-0.320426656,-0.565594596,-0.70297375,-0.250224652,-0.695103461,-0.177941413,-0.073330199,-0.093861986,-0.326987741
