LSOA11CD,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13
E01000652,-0.998429509,-0.677793543,-0.648208481,-0.41199456,-0.436182933,-0.380177092,-0.619152388,-0.188632834,-0.664310587,-0.106341445,-0.106896505,-0.197813571,-0.439426761
E01000653,-0.997918846,-0.547040568,-0.809324667,-0.319906228,-0.3674302,0.104623662,-0.829408284,0.17721844,-0.545721807,0.123509124,-0.150721908,-0.178659154,-0.411462853
E01000650,-0.998120998,-0.503081214,-0.788117856,-0.331876397,-0.336653294,0.102817386,-0.816236012,0.265974021,-0.587625181,0.160097247,-0.137962438,-0.231748605,-0.416792908
E01000651,-0.998401687,-0.524553682,-0.632715107,-0.440183041,-0.507221862,-0.367922218,-0.732852673,-0.175850997,-0.605796454,-0.106694795,-0.133401918,-0.155977684,-0.372414592
E01000658,-0.979522029,-0.996292682,-0.723091413,-0.33110519,-0.484059754,-0.063522055,-0.647339359,-0.051378304,-0.636162844,0.006623234,-0.055368497,-0.290759796,-0.387876125
E01000659,-0.998071856,-0.939788551,-0.596531933,-0.41164241,-0.550627299,-0.330894149,-0.532277622,-0.090371357,-0.64041191,0.05208768,-0.181352249,-0.315905412,-0.369871032
E01000746,-0.999149269,0.010081672,-0.423182534,-0.663713432,-0.599720748,-0.687611444,-0.763963593,-0.149711684,-0.624644726,0.003473455,-0.211655279,-0.328683417,-0.381965288
E01000747,0.40199521,-0.395546644,-0.582053367,-0.387315945,-0.361909983,-0.398103787,-0.552279537,-0.010637157,-0.674515414,0.226185138,0.005255123,-0.52576169,-0.124830042
E01000744,-0.998883844,-0.352874417,-0.057875244,-0.726228784,-0.671328586,-0.415718813,-0.709842785,-0.1965734,-0.674116366,-0.027370756,-0.086757024,-0.2760948,-0.340671065
E01000745,-0.999180137,-0.0577543,-0.379066301,-0.68626763,-0.607116113,-0.597309624,-0.761178,-0.062388449,-0.685668133,-0.055619279,-0.191066665,-0.217231814,-0.337132538
E01000742,-0.999157451,0.022427031,-0.299155715,-0.750185151,-0.635863748,-0.663288768,-0.74202588,-0.032478456,-0.640655601,-0.082986784,-0.189108481,-0.295942779,-0.322287084
E01000743,-0.998874482,-0.143778019,-0.11078212,-0.789581711,-0.707506991,-0.516803125,-0.629198708,0.146862802,-0.667047847,-0.261128199,-0.033600032,-0.477789894,-0.343785601
E01000740,-0.987655567,-0.036050274,-0.203316537,-0.744473564,-0.458778739,-0.589573938,-0.605038082,-0.160859368,-0.652374564,0.013872062,-0.126494789,-0.308781897,-0.401793193
E01000741,-0.99897008,0.005226932,-0.308075504,-0.731831092,-0.68741546,-0.651998554,-0.758805054,-0.156597744,-0.56175255,0.034945706,-0.22046499,-0.220282783,-0.336241418
E01000748,-0.805943129,-0.851108351,-0.793565567,-0.284165821,-0.381936361,0.229814204,-0.734814075,0.131100568,-0.625619337,0.201603945,0.004564698,-0.384612577,-0.415270306
E01000749,-0.997547835,-0.915040626,-0.722228869,-0.343408436,-0.469701286,-0.023326159,-0.742865421,0.033423147,-0.532854991,0.101499487,-0.033312954,-0.35497039,-0.404901445
E01032570,-0.997925493,-0.781525703,-0.691524404,-0.352651582,-0.498892023,-0.061623475,-0.559657692,-0.01499698,-0.631562856,0.101642197,-0.028207389,-0.428498993,-0.432089805
E01000726,-0.99831469,-0.734437145,-0.572624425,-0.46132075,-0.500046001,-0.448236834,-0.615479897,-0.268247124,-0.663292555,-0.260458592,-0.043191337,-0.132721687,-0.392501879
E01000727,-0.998323158,-0.639180592,-0.536513429,-0.457878512,-0.50440265,-0.428986401,-0.602279391,-0.251189311,-0.630024493,-0.135703231,-0.037905187,-0.2100796,-0.394357223
E01000724,-0.935181923,-0.791596048,0.074247426,-0.818288706,-0.830289768,-0.604815066,-0.556553732,-0.649344627,0.588990711,0.05792378,-0.404799248,-0.03745302,-0.3597245
E01000725,-0.998447347,-0.570299466,-0.348192338,-0.561534262,-0.577362332,-0.560161691,-0.541262523,-0.326078322,-0.621852836,-0.146939346,-0.041256744,-0.213522127,-0.366819685
E01000722,-0.997731514,-0.722781129,-0.385512567,-0.539387155,-0.509297103,-0.514674137,-0.490401461,-0.363677332,-0.43190774,-0.10863677,-0.12641189,-0.262406558,-0.425944903
E01000723,-0.997988358,-0.928120096,-0.545374034,-0.453018789,-0.524668607,-0.396846692,-0.596847207,-0.405783264,-0.61930286,-0.22181013,-0.057013448,-0.115725538,-0.400709985
E01000720,-0.679514491,-0.760729285,0.004328417,-0.886097126,-0.807104757,-0.65584412,-0.49873227,-0.692069784,1,0.198793787,-0.544049813,-0.042792223,-0.342678763
E01000721,-0.898963944,-0.700979451,-0.005180735,-0.803925455,-0.796304411,-0.565830275,-0.470333997,-0.505907912,0.245262405,-0.060957694,-0.292766946,-0.07349485,-0.417386303
E01000728,-0.951397124,-0.691928343,-0.34667473,-0.619324414,-0.523722182,-0.462698427,-0.516850197,-0.55588204,-0.103818197,-0.024830174,-0.119580753,-0.168922925,-0.358442368
E01000729,-0.996940592,-0.624678367,-0.030745623,-0.740048798,-0.74422539,-0.557300257,-0.46866085,-0.273319187,-0.117747111,-0.247713725,-0.130862738,-0.262033161,-0.457173333
E01000697,-0.9985888,-0.262900475,-0.758403068,-0.392847042,-0.430984072,-0.374820043,-0.641898387,-0.115224605,-0.633972172,0.006708825,-0.099159332,-0.150637588,-0.34281856
E01000696,-0.997981566,-0.569738792,-0.892512041,-0.272816585,-0.398823824,0.049581673,-0.837666366,0.175696205,-0.586378182,0.129471773,-0.049203308,-0.191621609,-0.418782502
E01000695,-0.998174866,-0.589113377,-0.808537653,-0.329906207,-0.445042073,-0.102557039,-0.774544735,0.057732708,-0.612259374,0.046874396,-0.090210564,-0.215115311,-0.382093104
E01000694,-0.997612503,-0.693172557,-0.893836012,-0.271279474,-0.381386957,0.183745636,-0.855614963,0.263461285,-0.502772573,0.131045907,-0.090386791,-0.232819682,-0.426411431
E01000693,-0.998105076,-0.456181437,-0.668553503,-0.231583122,-0.337643092,0.095485468,-0.697574866,-0.060248964,-0.601363867,0.131327153,0.066199923,-0.084669321,-0.45584511
E01000692,-0.998687345,-0.493218303,-0.594139183,-0.452499647,-0.502915224,-0.655639502,-0.597954092,-0.322621467,-0.665511251,-0.086806784,-0.009474421,-0.399967136,-0.463062818
E01000691,-0.982525379,-0.479196272,-0.468318631,-0.532031304,-0.555375155,-0.573122291,-0.644813217,-0.388210209,-0.680099318,-0.165924032,-0.046693271,-0.205136667,-0.357714558
E01000690,-0.998530118,-0.590551496,-0.635021991,-0.413541453,-0.485765483,-0.345182262,-0.653499542,-0.129133443,-0.665124407,-0.082468288,-0.193996079,-0.079409887,-0.389600504
E01000699,-0.983897813,-0.211563296,-0.294232008,-0.698334013,-0.586526715,-0.657846325,-0.706482894,-0.229995431,-0.530935068,-0.01625469,-0.181008042,-0.237426263,-0.329592153
E01000698,-0.997361968,-0.840199433,-0.893156607,-0.222542452,-0.376489057,0.446981159,-0.814733025,0.40233135,-0.510680671,0.356966813,-0.152829519,-0.221586935,-0.449020388
E01000787,-0.983148792,-0.751102792,-0.42735797,-0.502800247,-0.613036251,-0.507630663,-0.630009404,-0.363733112,-0.56899823,-0.256666583,-0.085693791,-0.076068298,-0.393261996
E01000706,-0.998819521,-0.484682216,-0.454847143,-0.59151549,-0.606759021,-0.585053024,-0.654740507,-0.301635931,-0.702128734,-0.160587586,-0.145198793,-0.167223356,-0.33079423
E01000707,-0.999037856,-0.334327134,-0.585447492,-0.51326412,-0.597495265,-0.774346573,-0.779406027,-0.220291134,-0.678840854,-0.177192195,-0.166476793,-0.107873966,-0.317121703
E01000786,-0.997419527,-0.892430981,-0.755246754,-0.340309921,-0.474715155,-0.004806022,-0.744422823,-0.033482311,-0.477895964,0.070039628,-0.097633898,-0.309367366,-0.427040167
E01000785,-0.99852535,-0.636622293,-0.317432509,-0.577001306,-0.629004092,-0.483179864,-0.623455313,-0.249186675,-0.670160956,-0.207614185,-0.063686352,-0.094021943,-0.36779269
E01000704,-0.998297928,-0.430492081,-0.372317888,-0.643215743,-0.59068806,-0.649220967,-0.540174883,-0.301762397,-0.509242543,-0.088219378,-0.165589475,-0.215739411,-0.357289233
E01000784,-0.998728927,-0.582043043,-0.478834142,-0.512938515,-0.575150548,-0.609188968,-0.573213648,-0.28860342,-0.691730153,-0.22877246,-0.138832936,-0.069655143,-0.355921556
E01000705,-0.999057844,-0.24575155,-0.382719075,-0.641486965,-0.592056967,-0.574771677,-0.744196257,-0.187505862,-0.674647851,-0.015302757,-0.182204167,-0.186509521,-0.276213519
E01000702,-0.998935584,-0.335642499,-0.505714452,-0.545972787,-0.603746255,-0.651723109,-0.625143868,-0.281792081,-0.672339568,-0.075626362,-0.218400091,-0.231022134,-0.386713007
E01000783,-0.982495328,-0.628080326,-0.240932574,-0.657536672,-0.610296891,-0.536375796,-0.666918368,-0.339339697,-0.58110096,-0.16536758,-0.092421864,-0.174498823,-0.334387315
E01000782,-0.998412516,-0.571843074,-0.219722121,-0.66139449,-0.587078375,-0.549160704,-0.611294358,-0.358216721,-0.600057385,-0.105933593,-0.034393014,-0.278569337,-0.40907878
E01000703,-0.99885254,-0.169957734,-0.557556256,-0.530208023,-0.552350795,-0.697218402,-0.584491533,-0.150890589,-0.617084421,-0.101434531,-0.139535775,-0.328444155,-0.366139405
E01000700,-0.998868514,-0.258157942,-0.436037155,-0.575437796,-0.63348657,-0.662683241,-0.527488732,-0.001527569,-0.66641473,-0.315771305,-0.160857133,-0.173508996,-0.335562463
E01000781,-0.998536036,-0.595681812,-0.192055177,-0.686669776,-0.701778035,-0.537827692,-0.640384329,-0.15743683,-0.646674248,-0.280415478,-0.036792428,-0.189406155,-0.336250796
E01000701,-0.998971312,-0.303710448,-0.439258867,-0.569423659,-0.66214857,-0.656001822,-0.577399085,-0.148106228,-0.676109622,-0.121291333,-0.26236574,-0.222173231,-0.299931381
E01000780,-0.998695574,-0.536179611,-0.353289012,-0.605796751,-0.535717366,-0.462084231,-0.651266778,-0.330537032,-0.683461251,-0.225210385,-0.03040378,-0.108171475,-0.363146393
E01000789,-0.997680891,-0.556117396,-0.002186581,-0.709202152,-0.730132314,-0.450685478,-0.575607285,-0.276398889,-0.309568319,-0.172458486,-0.12506633,-0.081869668,-0.400306517
E01000708,-0.998787689,-0.386172203,-0.532282652,-0.512485328,-0.536914085,-0.57647533,-0.486730967,-0.268733279,-0.688674322,-0.13167268,-0.118165644,-0.206700502,-0.353660147
E01000788,-0.997550811,-0.580716309,-0.415245982,-0.573430113,-0.531615631,-0.484894858,-0.388871196,-0.260052451,-0.335342891,-0.159697292,-0.202566693,-0.089966517,-0.436991521
E01000709,-0.99876381,-0.233371629,-0.585093317,-0.495725203,-0.527299725,-0.479862108,-0.732023317,-0.288422848,-0.655697882,-0.217683994,-0.050563314,-0.061785718,-0.351781463
E01000666,-0.959204455,-0.737744154,-0.834575461,-0.289963116,-0.408247219,0.056322982,-0.794237772,0.151947582,-0.580363922,0.134749066,-0.090107836,-0.326182081,-0.426145484
E01000667,-0.99791172,-0.855889032,-0.822815856,-0.290633463,-0.397243454,0.051647774,-0.757894039,0.138464345,-0.6163971,0.083059441,-0.144410363,-0.286907826,-0.419642966
E01000664,-0.998471104,-0.736673904,-0.458512314,-0.502254855,-0.575331176,-0.412367351,-0.609740048,-0.244728899,-0.684505247,-0.127700562,-0.147519055,-0.201449045,-0.368802426
E01000665,-0.998094349,-0.674168794,-0.53457757,-0.491799191,-0.49484651,-0.41037429,-0.533715849,-0.125158904,-0.571341839,-0.108305807,-0.098575783,-0.317561299,-0.411282601
E01000662,-0.998508181,-0.585383051,-0.386092315,-0.558137407,-0.576336508,-0.540624245,-0.593279556,-0.155468275,-0.653605908,-0.296767488,-0.13416605,-0.210306657,-0.359715535
E01000663,-0.998169372,-0.631234661,-0.382613787,-0.562849188,-0.575617133,-0.452798252,-0.64042181,-0.430565768,-0.513354165,-0.210096876,-0.151539169,-0.12230816,-0.382204926
E01000661,-0.985218325,-0.479864303,-0.206093938,-0.653162936,-0.627348563,-0.371400488,-0.644201875,-0.328097039,-0.548866458,-0.145838354,-0.058397204,-0.157346026,-0.369614953
E01000668,-0.99875323,-0.439180511,-0.52029096,-0.510789382,-0.46812706,-0.566254999,-0.65243714,-0.265404638,-0.672203385,-0.107432702,-0.095862568,-0.191478464,-0.392160324
E01000669,-0.998805639,-0.459725439,-0.517811684,-0.527821986,-0.573855374,-0.668318723,-0.560745987,-0.253870492,-0.688315002,-0.118367273,-0.119484675,-0.249619724,-0.339911283
E01000836,-0.998801366,-0.546450058,-0.576231683,-0.491328466,-0.583663878,-0.609036778,-0.636514671,-0.271341017,-0.699477841,-0.143664554,-0.201129835,-0.141546724,-0.309873751
E01000837,-0.599837641,-0.471536256,-0.554493863,-0.460917738,-0.465050333,-0.381550485,-0.692702689,-0.292041032,-0.715467571,-0.120234273,-0.103749943,-0.142192253,-0.375087051
E01000834,-0.998655853,-0.66774499,-0.548954315,-0.494107324,-0.576015731,-0.576131932,-0.511295239,-0.31230573,-0.703496807,-0.116433855,-0.168284218,-0.144408135,-0.288769313
E01000835,-0.998747206,-0.425132617,-0.578824841,-0.485262976,-0.421333636,-0.600958878,-0.363193972,-0.375207109,-0.692603627,0.069797419,0.006972972,-0.722608863,-0.605671882
E01000832,-0.998435578,-0.586240028,-0.668766747,-0.425342718,-0.384477967,-0.284207603,-0.619450745,-0.232592767,-0.663176881,-0.067623833,-0.05678591,-0.146824093,-0.365916081
E01000833,-0.998258268,-0.764151792,-0.723695106,-0.360775832,-0.472421694,-0.14526367,-0.663563707,0.085896789,-0.653968105,0.093629972,-0.208723478,-0.249004565,-0.37135706
E01000830,-0.997770005,-0.702400307,-0.944582787,-0.217361989,-0.34641489,0.364623593,-0.856625878,0.445010638,-0.575456456,0.29444376,-0.180322829,-0.275156168,-0.412111239
E01000831,-0.998431478,-0.41715939,-0.713315844,-0.38623616,-0.436044283,-0.192023392,-0.737294534,-0.027132781,-0.630322926,-0.07560036,-0.118626172,-0.114502089,-0.382514987
E01000838,-0.998292668,-0.719241392,-0.642183175,-0.422764516,-0.511843459,-0.3529807,-0.648824223,-0.195936708,-0.642357465,-0.067908185,-0.109489128,-0.215316914,-0.357823979
E01000839,-0.998417717,-0.611557289,-0.634708512,-0.445038773,-0.580738304,-0.405988878,-0.484109213,-0.067327231,-0.652238687,-0.16571062,-0.209188278,-0.169221367,-0.359135156
E01000646,-0.998583071,-0.274686911,-0.643103265,-0.427719281,-0.392495997,-0.327105615,-0.679499351,-0.144661108,-0.636753598,-0.032982864,-0.037062991,-0.207216349,-0.350967038
E01000647,-0.998881466,-0.416287826,-0.534595894,-0.498010251,-0.498744644,-0.657624375,-0.5886936,-0.312669964,-0.686449936,-0.128451795,-0.147893382,-0.10796339,-0.284575485
E01000645,-0.997877197,-0.595232416,-1,-0.207499913,-0.30886728,0.29532023,-0.872568378,0.414619603,-0.574288252,0.301164527,-0.185693401,-0.235080792,-0.414036411
E01000648,-0.998640901,-0.434171744,-0.605282263,-0.459158039,-0.434598214,-0.401251313,-0.542991875,-0.127642423,-0.664711225,-0.022352345,-0.166614832,-0.169466207,-0.324440633
E01000649,-0.998065155,-0.491125221,-0.764343572,-0.311076646,-0.357966759,-0.000664485,-0.763617177,0.294713537,-0.570093029,0.105481256,-0.138082066,-0.237026304,-0.386048771
E01000816,-0.998710669,-0.590474282,-0.424415013,-0.553789539,-0.456942879,-0.558381906,-0.608069425,-0.252297326,-0.696742223,-0.148838249,-0.154027792,-0.10563137,-0.324139488
E01000814,-0.997869824,-0.738899528,-0.865718408,-0.265530229,-0.404827089,0.062250264,-0.707155708,0.285609654,-0.580601895,0.20987381,-0.21904304,-0.22053931,-0.443472172
E01000815,-0.99808483,-0.700454047,-0.8344841,-0.309320974,-0.46937099,-0.022172421,-0.743441854,0.133419816,-0.620369976,0.066898034,-0.159964145,-0.201511151,-0.388340774
E01000812,-0.998048034,-0.616070758,-0.675800666,-0.354867395,-0.40605273,-0.21804309,-0.606896517,-0.02089103,-0.574202299,0.11579942,-0.088500083,-0.303818046,-0.430907915
E01000813,-0.998462162,-0.702507863,-0.612974026,-0.393302953,-0.45980632,-0.425752094,-0.598154575,-0.35069832,-0.675721071,-0.21652033,-0.06585324,-0.066990143,-0.396491924
E01000810,-0.998303173,-0.623886364,-0.785906293,-0.349605794,-0.467766315,-0.197805337,-0.708972071,-0.041740693,-0.643307263,-0.025450123,-0.157556264,-0.108363116,-0.38566342
E01000811,-0.998659068,-0.59136271,-0.61863178,-0.453732617,-0.547085481,-0.531461581,-0.562096637,-0.317780232,-0.69023441,-0.206138298,-0.15950083,-0.048607194,-0.3819966
E01000818,-0.998593772,-0.655646197,-0.535586207,-0.480401964,-0.491479887,-0.470292859,-0.628205225,-0.252228175,-0.692144547,-0.130671573,-0.16880265,-0.189725442,-0.321094466
E01000819,-0.998659769,-0.395318841,-0.307366921,-0.623366965,-0.617163958,-0.493538767,-0.51049273,-0.165000532,-0.649670894,-0.183702337,-0.045643725,-0.291704313,-0.364995036
E01000777,-0.998838801,-0.58186492,-0.499844831,-0.539771683,-0.569293335,-0.690293012,-0.563280498,-0.361314988,-0.715333263,-0.118062944,-0.170216805,-0.320588122,-0.386767495
E01000774,-0.998825111,-0.491036993,-0.545752655,-0.534521799,-0.504812548,-0.687483331,-0.567540445,-0.371815708,-0.696701341,-0.158690202,-0.07363139,-0.409488863,-0.500982344
E01000775,-0.98726286,-0.450236007,-0.572087638,-0.499080494,-0.435528212,-0.395443277,-0.667666084,-0.092281178,-0.667583168,-0.029765626,-0.13706464,-0.292350545,-0.40925643
E01000772,-0.998196575,-0.465927526,-0.744789215,-0.405996113,-0.523505591,-0.231366637,-0.773932992,-0.082928236,-0.560170798,-0.067646241,-0.138099185,-0.11596512,-0.390337958
E01000773,-0.998758238,-0.515084695,-0.576502355,-0.504686767,-0.575750367,-0.536192461,-0.670272733,-0.327372267,-0.685767068,-0.217104516,-0.139537005,-0.13327559,-0.324157745
E01000770,-0.998380204,-0.322175226,-0.77220102,-0.388590993,-0.386837711,-0.146022579,-0.760985978,-0.164269723,-0.621913904,-0.001661988,0.048199633,-0.217991913,-0.353304295
E01000771,-0.998814275,-0.419261394,-0.592716424,-0.491111029,-0.462936322,-0.583731413,-0.619353572,-0.319870703,-0.671147047,-0.106571373,-0.142817986,-0.408779535,-0.486634657
E01000778,-0.998811562,-0.620859911,-0.419726785,-0.524465622,-0.621959729,-0.606536437,-0.516839595,-0.322939227,-0.720634342,-0.157631394,-0.243205396,-0.142481865,-0.373778566
E01000779,-0.998291134,-0.481269582,-0.635481269,-0.457823091,-0.412654897,-0.247473827,-0.647128183,-0.184101608,-0.616483623,0.007113704,-0.026332465,-0.170536738,-0.423974588
E01032562,-0.998740852,-0.536286429,-0.237698506,-0.643964261,-0.557810015,-0.498133549,-0.705870438,-0.266324363,-0.685377855,-0.062807162,-0.042262876,-0.186972093,-0.286220832
E01032563,-0.998222971,-0.614007933,-0.723928109,-0.379907139,-0.367724617,-0.101126554,-0.804497266,0.014840754,-0.631761769,0.026590719,-0.107118722,-0.191928404,-0.372361146
E01032568,-0.998783113,-0.500001714,-0.358621357,-0.604968482,-0.636115046,-0.61665597,-0.58854909,-0.223997869,-0.691812738,-0.159166923,-0.119174053,-0.249680876,-0.350850205
E01000756,-0.997788842,-0.765319735,-0.832162649,-0.287453974,-0.339619241,0.164121156,-0.766045263,0.186740433,-0.57459429,0.203429748,-0.097121406,-0.397464404,-0.490128171
E01000757,-0.997929277,-0.778582998,-0.821902866,-0.298228492,-0.463243645,-0.019166923,-0.696000997,0.081840303,-0.595304164,0.061186059,-0.153425181,-0.177596122,-0.419615948
E01000754,-0.998414048,-0.648288323,-0.60241451,-0.422454404,-0.448148197,-0.415445348,-0.585163071,-0.197744263,-0.648250889,-0.082644469,-0.146836846,-0.19213421,-0.385174936
E01000755,-0.998301544,-0.748013091,-0.702351876,-0.37795512,-0.465424443,-0.267566884,-0.679384442,-0.132769077,-0.656400991,-0.062877136,-0.123815197,-0.151815917,-0.357136128
E01000752,-0.985174769,-0.750813886,-0.663105263,-0.393557977,-0.487130844,-0.28117393,-0.659182552,-0.22344845,-0.592614311,-0.066440445,-0.00412874,-0.285504641,-0.387377793
E01000753,-0.997671406,-0.852905399,-0.772394526,-0.292516297,-0.404165414,0.110467013,-0.74302472,0.113842876,-0.561284551,0.134412108,-0.07245167,-0.29718385,-0.39435753
E01000750,-0.998184239,-0.67696128,-0.342988444,-0.540701713,-0.647414469,-0.360402191,-0.65904566,-0.240041949,-0.571098004,-0.124408065,-0.089694903,-0.233076502,-0.378550656
E01000751,-0.998273618,-0.637258873,-0.576143147,-0.427191098,-0.360701886,-0.30824052,-0.634932008,-0.084928636,-0.62294757,-0.069395152,-0.064341022,-0.177327172,-0.354782146
E01000758,-0.998317163,-0.674916672,-0.730281914,-0.347995674,-0.459527717,-0.224041813,-0.599946826,-0.067560805,-0.646960808,-0.016710553,-0.131505438,-0.121024827,-0.367007354
E01000759,-0.998105547,-0.745278316,-0.621136873,-0.443933663,-0.525203771,-0.404865906,-0.574430558,-0.258762864,-0.571846517,-0.098096849,-0.172541189,-0.209714313,-0.338050012
E01000687,-0.998134187,-0.722551951,-0.687373417,-0.372100302,-0.474241913,-0.27644319,-0.598654538,-0.053166008,-0.622904499,0.065275728,-0.104446683,-0.402983963,-0.464854553
E01000686,-0.982238496,-0.712690499,-0.68183538,-0.348304724,-0.523883656,-0.095212043,-0.565829673,0.118348295,-0.61895608,-0.04962104,-0.063952092,-0.203619505,-0.396521064
E01000685,-0.998454267,-0.669469423,-0.545715069,-0.462681693,-0.507398769,-0.521388332,-0.550444977,-0.244424307,-0.66498509,-0.160312177,-0.066852811,-0.249137564,-0.409168124
E01000684,-0.998168054,-0.68227388,-0.703450876,-0.34401862,-0.370116308,-0.079729097,-0.642748597,0.125624707,-0.612434459,0.092617295,-0.211669145,-0.201180972,-0.403626901
E01000683,-0.9985307,-0.549128589,-0.564594219,-0.454762782,-0.433001033,-0.425877207,-0.560679261,-0.114550454,-0.664041474,-0.066280845,-0.157553566,-0.052159261,-0.353457593
E01000682,-0.998554805,-0.680398257,-0.614861338,-0.423142767,-0.466046636,-0.509579728,-0.58563162,-0.328191375,-0.683464785,-0.166769866,-0.106273545,-0.185415379,-0.42185658
E01000681,-0.998666692,-0.667811213,-0.613514072,-0.446343335,-0.522436125,-0.491014222,-0.517460893,-0.279688212,-0.702929586,-0.15873588,-0.244457701,-0.128419083,-0.352260953
E01000680,-0.982312345,-0.757870615,-0.838269381,-0.281109117,-0.395013269,0.051667896,-0.661079667,0.153335686,-0.600657717,0.211288858,-0.054110695,-0.372909053,-0.345084274
E01000689,-0.99852409,-0.500820413,-0.486560154,-0.466099098,-0.523928515,-0.38738463,-0.607929682,-0.250598775,-0.66301829,-0.130232164,-0.05111914,-0.179487723,-0.389967243
E01000688,-0.997993341,-0.758929784,-0.799331585,-0.307199171,-0.459924621,0.01152006,-0.722276536,0.137076369,-0.618834287,0.147409043,-0.117107972,-0.207338307,-0.381221155
E01000840,-0.998170324,-0.758066223,-0.69275014,-0.384348947,-0.589270227,-0.169303037,-0.705954088,-0.106248849,-0.645114765,-0.069577583,-0.099832143,-0.280556049,-0.392460867
E01000841,-0.982142462,-0.617942321,-0.647007064,-0.425102817,-0.483767542,-0.471708963,-0.572694661,-0.324103835,-0.685070579,-0.111505382,-0.094372544,-0.335025828,-0.414670436
E01000736,-0.998117429,-0.711180838,-0.376707719,-0.573329934,-0.591383219,-0.447668305,-0.580391091,-0.365834723,-0.549323785,-0.234194209,-0.104945855,-0.125870251,-0.375610581
E01000737,-0.997948952,-0.685560836,-0.426328882,-0.520013142,-0.521830867,-0.307870542,-0.537399656,-0.291968612,-0.535297602,-0.080920391,-0.010269705,-0.041965947,-0.375082083
E01000734,-0.998014218,-0.760806816,-0.500564964,-0.47694201,-0.577761939,-0.351194968,-0.586382589,-0.167210375,-0.55365858,-0.02030518,-0.14621286,-0.189252961,-0.322455949
E01000735,-0.997344618,-0.726031336,-0.244872551,-0.623445435,-0.639545179,-0.514535489,-0.516042103,-0.384892409,-0.291708204,-0.133523934,-0.139933328,-0.116835441,-0.381788108
E01000732,-0.997586245,-0.795070211,-0.567225507,-0.418605905,-0.515805989,-0.154451436,-0.654498871,-0.116888876,-0.452749927,0.03527607,-0.161065028,-0.169421462,-0.401225577
E01000733,-0.99770673,-0.756632284,-0.389230001,-0.55449656,-0.585588696,-0.449174068,-0.44970445,-0.22447934,-0.444354722,-0.20531955,-0.159314622,-0.227986116,-0.381661985
E01000730,-0.995944875,-0.771997098,-0.005340556,-0.796596652,-0.771906307,-0.613690205,-0.500178188,-0.469605064,0.233747137,-0.067795518,-0.292571665,-0.157702896,-0.374874665
E01000731,-0.997807528,-0.707000804,-0.325984168,-0.608202185,-0.592498664,-0.542097152,-0.60071116,-0.350935825,-0.415856321,-0.189812205,-0.153003862,-0.070965538,-0.384618962
E01000738,-0.982192356,-0.738246377,-0.40024956,-0.524511168,-0.556690553,-0.450605333,-0.634788039,-0.325487193,-0.546349098,-0.140801329,-0.08657658,-0.100204496,-0.372223072
E01000739,-0.996363384,-0.746510172,-0.061862569,-0.752925998,-0.703487542,-0.510208365,-0.632680199,-0.517327838,0.077718311,-0.092904401,-0.157104416,-0.07399874,-0.361909811
E01000826,-0.997929143,-0.720207838,-0.817868814,-0.30570304,-0.405068879,0.04239646,-0.825493673,0.193760289,-0.55895171,0.101121994,-0.178382119,-0.196358096,-0.414250407
E01000827,-0.998358128,-0.415164563,-0.671719042,-0.404789489,-0.368767914,-0.205747166,-0.631793488,-0.049445456,-0.618854257,0.065048227,-0.112013932,-0.198307833,-0.361563739
E01000824,-0.998992885,-0.263758757,-0.511197382,-0.563738467,-0.578207409,-0.560506161,-0.631628774,-0.288681389,-0.688363242,-0.077920722,-0.162806896,-0.117043796,-0.370027468
E01000825,-0.998896773,-0.21219481,-0.535204787,-0.525250947,-0.548303016,-0.546870953,-0.556931319,-0.225716824,-0.670444648,-0.17486612,-0.115806352,-0.157779189,-0.335101176
E01000822,-0.998917078,-0.237632911,-0.495733947,-0.546605289,-0.538408692,-0.540784836,-0.687460152,-0.213786761,-0.673117292,-0.05190626,-0.088617427,-0.20632842,-0.268946721
E01000823,-0.998787558,-0.216817548,-0.617620486,-0.486189792,-0.484764564,-0.612088554,-0.602962578,-0.175726621,-0.626649722,-0.016484564,-0.114368224,-0.265291076,-0.319434207
E01000820,-0.998665173,-0.346173794,-0.620956937,-0.478332175,-0.552760001,-0.347059473,-0.730452511,-0.133609733,-0.653874972,-0.055827419,-0.152651298,-0.269007843,-0.352975627
E01000828,-0.99862067,-0.356058292,-0.620579459,-0.461174689,-0.504191878,-0.382791388,-0.674483957,-0.194053612,-0.636250668,-0.08316248,-0.124056556,-0.120685637,-0.351718325
E01000829,-0.998943342,-0.282719068,-0.557511239,-0.512554563,-0.464464543,-0.561950016,-0.666269142,-0.284164275,-0.658621863,-0.142462212,-0.206522611,-0.10266873,-0.33725369
E01000716,-0.998436847,-0.431119878,-0.743755622,-0.40358317,-0.492849217,-0.195967778,-0.728316074,-0.010853652,-0.641263966,-0.005689532,-0.156336417,-0.216280423,-0.359593316
E01000797,-0.998940959,-0.235049556,-0.605463514,-0.502683891,-0.552257766,-0.532056537,-0.707371676,-0.222870227,-0.670986679,-0.107989528,-0.120957823,-0.28722946,-0.404094293
E01000717,-0.998762308,-0.225831206,-0.639832856,-0.483022673,-0.544915361,-0.504084469,-0.601247102,-0.161975195,-0.664915053,-0.065589837,-0.132803324,-0.176936801,-0.307523422
