GeographyCode,KS101EW0008,KS101EW0001,KS102EW0036,KS102EW0037,KS102EW0038,KS201EW0020,KS201EW0021,KS201EW0022,KS201EW0023,KS201EW0024,KS201EW0025,KS201EW0026,KS201EW0027,KS201EW0028,KS201EW0029,KS201EW0030,KS201EW0031,KS201EW0032,KS201EW0033,KS201EW0034,KS201EW0035,KS201EW0036,KS201EW0037,KS401EW0020,KS401EW0021,KS401EW0022,KS401EW0023,KS401EW0024,KS401EW0025,KS401EW0026,KS402EW0010,KS402EW0011,KS402EW0012,KS402EW0013,KS402EW0014,KS402EW0015,KS402EW0016,KS402EW0017,KS501EW0014,KS501EW0015,KS501EW0016,KS501EW0017,KS501EW0018,KS501EW0019,KS501EW0020,KS608EW0011,KS608EW0012,KS608EW0013,KS608EW0014,KS608EW0015,KS608EW0016,KS608EW0017,KS608EW0018,KS608EW0019
E01000907,133.4,1430,20.62937063,67.97202797,11.3986014,54.82517483,5.594405594,0,13.07692308,2.657342657,1.398601399,1.888111888,1.328671329,0.909090909,0.20979021,3.776223776,1.118881119,2.517482517,3.426573427,3.286713287,1.188811189,0.629370629,2.167832168,2.222222222,4.126984127,15.3968254,61.42857143,16.82539683,0,0,12.59968102,18.02232855,0.637958533,50.07974482,4.306220096,13.39712919,0.318979266,0.637958533,20,9.162995595,9.074889868,0.969162996,9.074889868,44.22907489,7.488986784,9.076682316,32.70735524,18.77934272,10.17214397,5.79029734,7.668231612,5.007824726,2.816901408,7.981220657
E01000908,90.3,1581,18.46932321,68.18469323,13.34598356,54.1429475,4.743833017,0.063251107,13.47248577,2.403542062,0.695762176,3.542061986,2.024035421,0.569259962,0.126502214,1.644528779,0.632511069,3.225806452,4.111321948,2.277039848,1.644528779,0.253004428,4.427577483,1.726121979,9.436133487,3.797468354,73.18757192,11.27733026,0.575373993,0,14.02660218,17.6541717,0.241837969,51.02781137,1.571946796,11.36638452,2.660217654,1.451027811,14.97284717,7.680372382,10.08533747,0.77579519,8.766485648,50.42668735,7.292474787,10.29023747,30.60686016,23.35092348,9.63060686,4.749340369,6.464379947,6.068601583,2.242744063,6.596306069
E01000909,70.6,1614,15.11771995,66.97645601,17.90582404,63.07311029,3.283767038,0.061957869,17.65799257,1.548946716,0.433705081,1.920693928,1.610904585,1.115241636,0.061957869,1.425030979,0.743494424,1.301115242,1.796778191,0.433705081,0.619578686,0.309789343,2.602230483,11.66912851,21.1225997,9.453471196,35.3028065,21.1225997,1.329394387,0,38.27534039,21.18003026,1.059001513,13.9183056,4.689863843,16.64145234,2.118003026,2.118003026,9.635036496,5.109489051,8.321167883,0.729927007,9.562043796,61.89781022,4.744525547,15.31100478,36.00478469,23.5645933,7.535885167,3.110047847,5.980861244,3.468899522,1.674641148,3.349282297
E01000912,17.7,1589,16.36249213,69.41472624,14.22278162,58.14977974,3.713027061,0.125865324,15.35556954,1.887979862,0.755191945,1.447451227,1.510383889,0.881057269,0,2.831969792,0.566393958,0.818124607,6.230333543,2.013845186,0.943989931,1.447451227,1.321585903,0.985915493,1.830985915,10,75.35211268,10.70422535,1.126760563,0,15.28571429,14.57142857,2,40,11.28571429,13.85714286,1.142857143,1.857142857,17.9834462,9.330323552,9.405568096,1.128668172,8.728367193,47.17832957,6.245297216,8.850726552,30.64729194,22.72126816,10.03963012,5.416116248,6.869220608,5.548216645,2.774108322,7.1334214
E01000913,10.6,1710,17.07602339,63.4502924,19.47368421,69.12280702,2.923976608,0.175438596,15.96491228,0.643274854,0.233918129,2.923976608,1.286549708,1.286549708,0.058479532,0.058479532,1.637426901,1.695906433,0.643274854,0.175438596,0.467836257,0.116959064,0.584795322,27.08074534,12.29813665,15.27950311,23.97515528,17.26708075,4.099378882,0,47.09141274,27.56232687,0.27700831,1.385041551,0.55401662,17.86703601,1.523545706,3.739612188,4.936530324,4.936530324,9.590973202,0.423131171,9.379407616,65.23272214,5.500705219,23.98720682,35.82089552,22.60127932,6.609808102,2.23880597,3.837953092,1.918976546,0.639658849,2.345415778
E01000893,29.7,1566,16.92209451,67.752235,15.3256705,60.47254151,2.107279693,0.127713921,25.41507024,0.446998723,0.702426564,1.851851852,1.53256705,1.851851852,0.383141762,0.06385696,1.149425287,1.340996169,0.766283525,0.127713921,0.127713921,0.893997446,0.638569604,1.162790698,14.47028424,6.976744186,14.5994832,62.66149871,0.129198966,0,39.02097902,20.55944056,0.699300699,2.657342657,1.818181818,32.58741259,1.538461538,1.118881119,3.689469639,2.382782475,7.148347425,0.691775557,7.455803228,72.55956956,6.072252114,15.55555556,41.22222222,26.66666667,5.888888889,2.333333333,4.111111111,2,0.777777778,1.444444444
E01000894,62.7,1389,18.64650828,65.29877609,16.05471562,56.44348452,1.51187905,0.07199424,26.20590353,0.287976962,0,2.159827214,1.007919366,1.799856012,0.07199424,0.359971202,3.09575234,3.023758099,0.863930886,0.503959683,0.143988481,0.503959683,1.943844492,4.197901049,12.44377811,28.63568216,19.49025487,31.48425787,3.5982009,0.149925037,39.74151858,18.73990307,0,3.392568659,0.807754443,33.44103393,2.100161551,1.777059774,3.008849558,3.716814159,6.460176991,0.17699115,7.522123894,71.32743363,7.787610619,22.42503259,37.67926988,25.8148631,4.43285528,1.173402868,3.389830508,2.477183833,0.651890482,1.955671447
E01000895,166.2,1630,15.39877301,66.74846626,17.85276074,51.90184049,2.883435583,0,25.03067485,1.165644172,0.306748466,3.496932515,2.024539877,2.45398773,0.306748466,0.306748466,1.288343558,3.619631902,2.147239264,0.920245399,0,0.490797546,1.656441718,1.339285714,5.022321429,17.29910714,54.24107143,13.83928571,8.258928571,0,23.18668252,12.48513674,0.356718193,20.57074911,3.567181926,34.60166468,2.378121284,2.853745541,9.499637418,4.641044235,6.018854242,1.015228426,8.411892676,62.14648296,8.266860044,17.91713326,35.9462486,23.5162374,6.494960806,3.247480403,4.479283315,3.695408735,1.56774916,3.13549832
E01000896,112,1692,17.78959811,64.53900709,17.6713948,58.92434988,1.595744681,0.059101655,24.23167849,0.236406619,0.354609929,2.600472813,1.418439716,1.713947991,0.413711584,0.354609929,1.477541371,2.718676123,0.886524823,0.650118203,0.709219858,0.236406619,1.418439716,4.987531172,12.34413965,18.0798005,13.21695761,48.50374065,2.867830424,0,39.94708995,19.44444444,0,2.116402116,1.984126984,33.99470899,1.058201058,1.455026455,4.672897196,3.522645579,6.613946801,0.431344357,5.391804457,73.61610352,5.751258088,20.87912088,40.21978022,25.6043956,6.263736264,1.208791209,2.637362637,1.758241758,0.32967033,1.098901099
E01000899,15.4,1667,19.61607679,62.80743851,17.5764847,61.90761848,2.039592082,0.179964007,22.97540492,0.179964007,0.179964007,2.039592082,1.49970006,2.399520096,0.359928014,0,0.839832034,2.339532094,0.659868026,0.359928014,0.359928014,0.23995201,1.439712058,8.541392904,18.00262812,21.55059133,26.28120894,23.521682,1.445466491,0.657030223,46.56160458,22.20630372,0,1.289398281,0.429799427,23.49570201,1.00286533,5.014326648,6.194029851,5.074626866,8.656716418,0.447761194,8.358208955,62.6119403,8.656716418,29.29782082,33.77723971,23.48668281,4.600484262,1.331719128,4.963680387,1.210653753,0.242130751,1.089588378
E01000910,113.1,1472,17.05163044,67.32336956,15.625,68.61413043,2.85326087,0,12.70380435,1.5625,0.747282609,3.125,1.5625,0.883152174,0,1.766304348,0.27173913,1.29076087,0.815217391,1.086956522,1.019021739,0.203804348,1.494565217,6.699346405,12.41830065,25,16.83006536,36.4379085,2.614379085,0,38.26530612,21.59863946,0.170068027,13.60544218,2.891156463,20.06802721,1.360544218,2.040816327,6.87960688,4.832104832,8.845208845,0.900900901,8.681408681,66.33906634,3.521703522,11.48148148,39.25925926,26.41975309,7.037037037,4.197530864,3.827160494,3.580246914,1.111111111,3.086419753
E01000911,177,1559,20.39769083,65.81141757,13.7908916,61.06478512,2.694034638,0,14.23989737,1.73187941,0.513149455,1.603592046,1.411161001,1.347017319,0.192431046,2.309172547,0.320718409,2.565747274,3.720333547,1.988454137,1.282873637,0.128287364,2.886465683,1.474926254,3.982300885,21.97640118,41.59292035,30.2359882,0.589970501,0.147492625,20.66365008,22.62443439,0.60331825,13.87631976,25.7918552,14.32880845,1.508295626,0.60331825,15.47139404,6.849315068,7.896857373,1.450443191,9.18614021,53.26349718,5.882352941,12.84768212,34.56953642,21.32450331,7.417218543,3.708609272,7.152317881,4.900662252,1.986754967,6.092715232
E01000921,158,1966,13.93692777,79.55239064,6.510681587,53.96744659,4.374364191,0,18.05696846,1.525940997,0.762970498,2.950152594,2.543234995,0.864699898,0.813835198,2.594099695,1.424211597,2.136317396,3.407934893,1.220752798,1.424211597,0.305188199,1.627670397,0.717213115,2.663934426,7.68442623,32.17213115,48.05327869,8.709016393,0,11.205074,15.53911205,1.902748414,9.196617336,11.83932347,47.56871036,1.268498943,1.479915433,9.160756501,6.205673759,7.80141844,0.591016548,9.574468085,60.9929078,5.673758865,10.42163882,32.45823389,25.05966587,11.21718377,4.693715195,4.136833731,5.648369133,1.193317422,5.171042164
E01000923,174.9,1494,15.39491299,73.02543507,11.57965194,61.51271754,4.752342704,0.133868809,12.71753681,1.807228916,0.669344043,2.275769746,1.539491299,1.137884873,0.267737617,3.346720214,0.870147256,1.539491299,2.744310576,2.275769746,0.401606426,0.602409639,1.40562249,0.751879699,5.112781955,32.48120301,9.92481203,51.12781955,0.601503759,0,22.56097561,24.84756098,0.304878049,19.20731707,14.63414634,16.76829268,0.914634146,0.762195122,13.92405063,5.933544304,8.306962025,0.237341772,8.544303797,57.91139241,5.142405063,11.57232704,39.87421384,22.89308176,8.301886792,3.144654088,4.528301887,4.779874214,1.509433962,3.396226415
E01000928,66.6,1681,18.08447353,68.41165973,13.50386675,55.74063058,6.246281975,0,12.55205235,2.022605592,0.654372397,1.665675193,1.844140393,1.011302796,0.0594884,5.413444378,1.130279595,1.844140393,3.866745985,1.844140393,0.951814396,0.535395598,2.61748959,1.591895803,5.06512301,18.52387844,37.48191027,34.44283647,2.749638205,0.1447178,18.76832845,22.58064516,0.439882698,28.15249267,8.944281525,18.62170088,1.026392962,1.46627566,17.21132898,6.826434277,8.13362382,1.307189542,8.206245461,50.61728395,7.697893972,11.70212766,33.33333333,25.53191489,6.855791962,4.846335697,4.846335697,4.373522459,2.955082742,5.555555556
E01000878,84.5,1624,11.8226601,72.9679803,15.20935961,44.27339901,2.586206897,0,21.61330049,0.800492611,0.615763547,2.955665025,2.216748768,6.71182266,1.600985222,0.92364532,2.955665025,4.74137931,2.586206897,1.04679803,0.492610837,1.416256158,2.463054187,7.118644068,4.06779661,2.542372881,57.62711864,28.6440678,0,0,35.09090909,20.54545455,0.181818182,7.454545455,3.818181818,28,1.272727273,3.636363636,7.681564246,4.329608939,7.541899441,0.62849162,23.18435754,45.60055866,11.03351955,22.22222222,29.33333333,21.48148148,7.111111111,3.555555556,4.888888889,5.777777778,1.777777778,3.851851852
E01000879,82.2,1458,16.32373114,69.5473251,14.12894376,51.92043896,2.400548697,0,26.06310014,0.548696845,0.617283951,2.331961591,1.303155007,3.017832647,0.274348422,0.068587106,1.646090535,3.840877915,0.685871056,0.891632373,0.685871056,1.028806584,2.674897119,7.836990596,6.426332288,4.702194357,20.37617555,59.09090909,1.567398119,0,30.06644518,19.6013289,0.166112957,7.641196013,0.664451827,39.20265781,0.830564784,1.827242525,5.163934426,4.344262295,8.278688525,0.983606557,12.86885246,60,8.360655738,20.89552239,33.64993216,21.57394844,7.191316147,4.748982361,3.799185889,3.934871099,0.13568521,4.070556309
E01000880,78.6,1602,24.34456929,63.54556804,12.10986267,42.38451935,1.310861423,0.062421973,32.02247191,0.936329588,0.49937578,2.122347066,2.621722846,4.93133583,0.49937578,0.436953808,2.933832709,3.183520599,0.936329588,1.061173533,0.187265918,0.998751561,2.871410737,7.578008915,6.983655275,2.377414562,21.24814264,61.8127786,0,0,27.85829308,22.86634461,0,4.186795491,1.127214171,41.06280193,0.644122383,2.254428341,4.867986799,4.125412541,7.590759076,0.495049505,5.940594059,68.06930693,8.910891089,25.18987342,35.3164557,21.26582278,6.835443038,2.025316456,5.569620253,1.392405063,0.886075949,1.518987342
E01000884,59.9,1469,22.94077604,64.53369639,12.52552757,49.55752212,2.110279101,0,28.18243703,0.953029272,0.204220558,2.791014295,1.837985024,4.016337645,0.680735194,0,0.680735194,4.084411164,1.565690946,0.272294078,0.340367597,0.408441116,2.31449966,12.08267091,20.34976153,2.861685215,13.03656598,51.66931638,0,0,37.08838821,25.82322357,0.173310225,2.59965338,1.559792028,29.63604853,1.213171577,1.906412478,4.858657244,3.71024735,8.833922261,0.441696113,7.685512367,65.28268551,9.187279152,26.81564246,30.30726257,20.81005587,7.402234637,1.25698324,6.145251397,3.072625698,0.977653631,3.212290503
E01000885,48.8,1484,19.33962264,56.67115903,23.98921833,52.5606469,3.032345013,0,20.14824798,0.539083558,0.471698113,3.84097035,2.291105121,2.223719677,0.336927224,0.067385445,1.752021563,6.266846361,0.336927224,0.404312668,0.606469003,1.482479784,3.638814016,16.51234568,14.04320988,8.333333333,38.88888889,21.91358025,0.308641975,0,43.24324324,15.54054054,0.337837838,7.094594595,1.351351351,26.52027027,0.844594595,5.067567568,10.77694236,5.096073517,8.354218881,0.417710944,7.435254804,56.64160401,11.27819549,24.54819277,31.3253012,24.54819277,6.174698795,1.656626506,6.626506024,1.957831325,0.301204819,2.861445783
E01000871,54.3,1664,18.75,70.3125,10.9375,48.01682692,3.185096154,0,19.05048077,0.901442308,0.300480769,3.365384615,2.403846154,2.584134615,1.5625,4.326923077,1.081730769,2.704326923,3.185096154,1.081730769,0.480769231,3.125,2.644230769,8.112094395,28.17109145,6.784660767,26.54867257,29.79351032,0.442477876,0.147492625,28.9556962,26.42405063,2.373417722,11.39240506,3.006329114,25.79113924,0.949367089,1.107594937,8.801775148,6.139053254,7.100591716,0.961538462,9.689349112,57.84023669,9.467455621,14.9132948,34.10404624,20.80924855,8.670520231,4.277456647,5.664739884,5.202312139,1.387283237,4.971098266
E01000872,129.5,1902,12.30283912,82.01892744,5.678233438,37.69716088,6.572029443,0,22.66035752,1.629863302,0.630914826,2.365930599,2.418506835,4.258675079,0.210304942,0.788643533,2.576235542,6.624605678,4.258675079,2.050473186,1.104100946,2.418506835,1.735015773,4.564315353,10.58091286,3.319502075,22.30290456,55.91286307,3.319502075,0,9.419496166,15.77217963,0.766703176,8.981380066,5.805038335,57.3932092,1.204819277,0.657174151,11.21103118,7.134292566,7.314148681,1.139088729,8.872901679,51.61870504,12.70983213,10.7472712,33.75314861,17.29638959,8.060453401,7.052896725,7.556675063,5.3736356,2.01511335,8.144416457
E01000873,134.3,1639,15.43624161,74.13056742,10.43319097,59.36546675,4.331909701,0,17.57169005,0.976205003,0.488102502,1.830384381,0.67114094,2.623550946,0.732153752,0.67114094,0.610128127,2.196461257,0.91519219,1.342281879,2.318486882,0.854179378,2.50152532,2.051983584,4.377564979,26.26538988,15.86867305,48.42681259,3.009575923,0,26.33802817,25.63380282,0,4.084507042,9.718309859,32.11267606,1.267605634,0.845070423,6.637806638,4.184704185,6.854256854,1.154401154,8.297258297,65.51226551,7.359307359,13.74501992,36.35458167,25.09960159,8.665338645,2.589641434,5.577689243,3.386454183,0.796812749,3.784860558
E01000874,182.1,1559,14.56061578,71.96921103,13.47017319,45.67030148,2.565747274,0.064143682,27.26106479,0.449005773,0.128287364,1.988454137,2.116741501,5.19563823,1.282873637,0.449005773,2.43745991,2.43745991,1.090442591,0.513149455,0.7055805,2.565747274,3.078896729,0.408719346,0.68119891,4.08719346,69.20980926,21.9346049,3.678474114,0,27.69886364,28.26704545,0.142045455,2.414772727,0.568181818,37.07386364,1.704545455,2.130681818,4.354354354,3.828828829,6.456456456,0.375375375,7.507507508,67.49249249,9.984984985,17.8154825,38.38812301,25.55673383,6.998939555,1.696712619,3.075291622,4.029692471,0.424178155,2.014846235
E01000877,142.4,1574,13.85006353,76.49301143,9.656925032,53.36721728,2.986022872,0.063532402,22.68106734,1.207115629,0.444726811,1.778907243,1.842439644,2.287166455,0.889453621,0.063532402,1.842439644,3.494282084,1.842439644,0.381194409,1.016518424,1.778907243,2.033036849,1.953125,4.947916667,20.57291667,25.390625,42.70833333,4.296875,0.130208333,17.90633609,23.41597796,0.137741047,4.683195592,5.096418733,45.17906336,1.652892562,1.928374656,6.342182891,5.604719764,7.448377581,0.737463127,8.849557522,64.15929204,6.85840708,15.21068859,36.38232271,24.25488181,8.838643371,2.877697842,2.774922919,3.494347379,2.46659815,3.699897225
E01000886,140.2,1445,18.82352941,69.41176471,11.76470588,60.34602076,2.975778547,0.484429066,19.03114187,1.453287197,0.62283737,2.076124567,3.044982699,1.24567474,0.207612457,0.761245675,0.899653979,2.422145329,0.968858131,1.176470588,0.415224913,1.107266436,0.761245675,0.941915228,8.63422292,22.44897959,17.73940345,48.97959184,1.25588697,0,24.91749175,29.8679868,0.330033003,15.34653465,2.310231023,24.75247525,0.99009901,1.485148515,7.757885763,6.73486786,7.843137255,0.596760443,8.52514919,62.1483376,6.393861893,13.59102244,38.27930175,23.94014963,6.483790524,4.114713217,6.109725686,3.740648379,0.374064838,3.366583541
E01000887,148.7,1486,14.93943472,74.29340511,10.76716016,53.09555855,3.835800808,0.067294751,20.12113055,1.413189771,0.942126514,1.816958277,2.01884253,2.220726783,0.201884253,2.422611036,2.759084791,2.086137281,0.67294751,1.682368775,0.336473755,0.874831763,3.432032301,0.840336134,3.781512605,21.98879552,32.35294118,38.23529412,2.801120448,0,18.55072464,24.63768116,0.724637681,17.24637681,1.884057971,33.76811594,1.739130435,1.449275362,10.04746835,6.566455696,5.933544304,0.553797468,7.436708861,60.91772152,8.544303797,15.48022599,38.4180791,22.59887006,6.214689266,2.937853107,3.95480226,4.293785311,2.485875706,3.615819209
E01000888,170.4,1605,20.31152648,69.59501558,10.09345795,56.38629283,2.429906542,0.186915888,18.56697819,1.869158879,0.685358255,1.806853583,2.242990654,1.806853583,0.436137072,2.679127726,0.934579439,2.803738318,2.741433022,1.370716511,0.747663551,0.124610592,2.180685358,0.977653631,3.072625698,21.7877095,23.60335196,50.41899441,0.139664804,0,21.52080344,19.3687231,0.573888092,17.64705882,13.05595409,25.82496413,1.147776184,0.860832138,11.57154027,6.020328382,8.053166536,1.485535575,8.131352619,59.10867866,5.629397967,13.91625616,35.83743842,21.79802956,9.113300493,4.187192118,5.049261084,3.571428571,1.600985222,4.926108374
E01000892,150.7,1843,19.64188823,66.95604992,13.40206186,49.10472056,3.092783505,0.05425936,22.13781877,1.682040152,0.596852957,2.387411829,1.247965274,2.06185567,0.108518719,4.774823657,1.736299512,2.604449267,3.472599023,0.922409116,1.410743353,0.434074878,2.17037439,1.177856302,7.65606596,8.480565371,45.46525324,36.74911661,0.471142521,0,21.14216282,17.7399757,1.944106926,26.00243013,2.308626974,26.48845687,1.944106926,2.430133657,9.520594193,6.279540851,8.845374747,1.012829169,9.047940581,56.5833896,8.710330858,16.54294804,36.69141039,22.05726405,6.892895016,3.923647932,4.665959703,3.499469777,2.226935313,3.499469777
E01000903,141.2,1439,13.34259903,72.20291869,14.45448228,52.39749826,3.474635163,0.069492703,18.20708826,0.833912439,0.41695622,1.250868659,2.640722724,2.710215427,0.764419736,6.3933287,1.459346769,1.876302988,3.057678944,1.737317582,0.277970813,0.764419736,1.667824878,1.400560224,4.901960784,14.42577031,31.232493,46.63865546,1.400560224,0,24.63556851,16.47230321,0.583090379,9.475218659,22.59475219,22.88629738,1.603498542,1.749271137,11.46752205,5.533279872,8.259823577,0.641539695,9.222133119,56.69607057,8.179631115,12.63020833,36.97916667,25.78125,7.8125,4.036458333,3.515625,5.46875,1.171875,2.604166667
E01000889,142.4,1670,21.91616767,67.54491019,10.53892216,45.62874251,4.550898204,0,10.71856287,2.634730539,2.095808383,1.19760479,2.45508982,0.598802395,0.598802395,10,0.898203593,2.694610778,7.305389222,2.45508982,1.916167665,1.317365269,2.934131737,2.719033233,5.135951662,16.6163142,68.88217523,5.891238671,0.755287009,0,5.783866058,10.80669711,0.304414003,51.44596651,20.3957382,9.589041096,0.456621005,1.217656012,26.3803681,11.65644172,10.88957055,1.917177914,11.04294479,28.45092025,9.662576687,7.738998483,19.57511381,15.7814871,11.98786039,7.435508346,10.16691958,9.256449165,6.373292868,11.68437026
E01000890,214.9,1640,19.45121951,63.96341463,16.58536585,45,4.512195122,0,11.46341463,0.914634146,2.012195122,0.670731707,1.890243902,0.731707317,0.365853659,8.719512195,1.280487805,2.804878049,9.146341463,2.926829268,2.56097561,1.829268293,3.170731707,0.128865979,0.128865979,0.902061856,97.29381443,1.288659794,0.257731959,0,2.737940026,5.997392438,0.651890482,81.74706649,1.043024772,6.258148631,0.782268579,0.782268579,30.58289175,12.5662377,11.20363361,0.832702498,9.084027252,24.75397426,10.97653293,7.304347826,14.08695652,12.69565217,14.60869565,9.739130435,11.65217391,9.391304348,5.217391304,15.30434783
E01000891,203,1575,21.65079365,66.41269841,11.93650794,42.03174603,3.746031746,0.126984127,10.79365079,1.333333333,1.079365079,1.523809524,2.222222222,0.761904762,0.444444444,12.19047619,0.698412698,3.555555556,8.952380952,3.047619048,3.682539683,1.079365079,2.73015873,1.026392962,0.439882698,3.079178886,84.75073314,9.090909091,1.612903226,0,5.505952381,8.035714286,0.595238095,64.43452381,4.017857143,15.32738095,0.744047619,1.339285714,29.17341977,12.15559157,10.21069692,1.215559157,11.50729335,27.47163695,8.265802269,7.037037037,19.62962963,17.22222222,12.40740741,7.222222222,8.518518519,11.48148148,5.185185185,11.2962963
E01000901,186.5,1977,25.44258978,68.13353567,6.423874556,35.4071826,2.731411229,0.151745068,11.53262519,1.922104198,1.618614062,1.820940819,2.225594335,1.365705615,1.011633789,13.20182094,4.299443601,3.743045018,8.902377339,2.225594335,2.68082954,2.225594335,2.933737987,0.140056022,0.840336134,4.06162465,83.19327731,8.963585434,2.801120448,0,4.409672831,11.09530583,3.556187767,43.66998578,22.47510669,12.80227596,0.568990043,1.422475107,22.25237449,12.14382632,9.565807327,1.221166893,11.73677069,34.39620081,8.68385346,8.529411765,22.20588235,13.52941176,11.02941176,6.764705882,10.58823529,9.705882353,5.147058824,12.5
E01000922,81,1547,14.54427925,77.11700065,8.338720102,55.52682612,4.007756949,0,12.7343245,1.74531351,1.16354234,1.809954751,2.844214609,1.874595992,0.711053652,1.357466063,1.16354234,2.003878474,7.045895281,1.16354234,2.585649644,0.387847447,1.874595992,1.19760479,3.592814371,17.21556886,40.41916168,29.94011976,7.48502994,0.149700599,13.32312404,13.16998469,3.675344564,29.24961715,12.86370597,25.57427259,0.918836141,1.225114855,14.29652042,7.866868381,7.866868381,0.907715582,18.98638427,44.17549168,5.900151286,10.58201058,31.61375661,24.20634921,7.275132275,6.613756614,5.952380952,4.62962963,2.645502646,6.481481481
E01000927,172.8,1738,13.92405063,75.5466053,10.52934407,54.89067894,3.279631761,0.345224396,18.29689298,1.265822785,0.80552359,1.783659379,2.646720368,1.380897583,0.632911392,2.359033372,1.380897583,2.876869965,2.819332566,1.611047181,1.208285386,1.438434983,0.978135788,1.2,4.133333333,33.86666667,28.26666667,28.66666667,3.733333333,0.133333333,25.88555858,23.43324251,0.544959128,16.75749319,4.768392371,25.47683924,1.771117166,1.36239782,12.8342246,4.745989305,6.28342246,0.935828877,9.024064171,59.15775401,7.018716578,12.3246493,31.36272545,28.05611222,7.014028056,4.108216433,5.310621242,4.008016032,2.204408818,5.611222445
E01000881,102.2,1510,18.34437086,71.52317881,10.13245033,37.8807947,1.78807947,0.066225166,28.14569536,0.728476821,0.463576159,2.185430464,4.635761589,3.178807947,1.721854305,2.185430464,4.768211921,4.503311258,1.655629139,2.649006623,0.860927152,0.59602649,1.986754967,5.401459854,3.065693431,1.167883212,43.64963504,43.21167883,3.503649635,0,22.15189873,11.55063291,0.474683544,7.594936709,2.215189873,53.63924051,0.474683544,1.898734177,5.109489051,3.97404704,4.622871046,0.243309002,9.813463098,62.28710462,13.94971614,20,32.32704403,23.39622642,9.056603774,3.522012579,3.773584906,3.522012579,0.754716981,3.647798742
E01000882,124.1,1513,16.1269002,72.04230007,11.83079974,45.80304032,2.115003305,0,32.98083278,0.330469266,0.594844679,1.784534038,2.115003305,3.23859881,0.528750826,0.330469266,1.916721745,3.899537343,0.594844679,0.594844679,0.19828156,0.859220093,2.115003305,3.830911493,4.359313078,12.68163804,16.38044914,59.04887715,3.698811096,0,28.98351648,20.46703297,0.412087912,2.335164835,0.412087912,44.50549451,0.824175824,2.06043956,3.152088258,2.285263987,5.279747833,0.394011032,6.619385343,72.18282112,10.08668243,23.16561845,35.42976939,25.99580713,6.813417191,1.257861635,2.725366876,2.410901468,0.314465409,1.886792453
E01000883,94.4,1326,13.7254902,74.13273002,12.14177979,33.8612368,2.262443439,0,27.97888386,0.377073906,0.226244344,2.714932127,1.885369532,5.052790347,1.659125189,1.206636501,4.449472097,11.76470588,1.659125189,0.377073906,0.301659125,0.980392157,3.242835596,1.785714286,1.636904762,1.041666667,50.89285714,41.2202381,3.422619048,0,20.84639498,14.4200627,0.626959248,5.172413793,2.664576803,51.72413793,2.507836991,2.037617555,6.818181818,2.884615385,5.41958042,0.34965035,7.167832168,64.16083916,13.1993007,19.52580195,35.84379358,24.40725244,6.973500697,1.813110181,3.905160391,3.486750349,0.836820084,3.207810321
E01000897,80.7,1597,19.53663118,65.24733876,15.21603006,49.34251722,1.941139637,0,28.17783344,0.500939261,0.563556669,3.318722605,1.753287414,3.882279274,1.06449593,0.500939261,1.753287414,3.757044458,0.313087038,0.250469631,0.313087038,0.313087038,2.254226675,3.250975293,8.842652796,3.901170351,27.43823147,55.78673602,0.78023407,0,38.55755895,20.94313454,0,1.941747573,0.27739251,33.84188627,1.109570042,3.328710125,4.591439689,3.112840467,5.291828794,0,5.914396887,73.54085603,7.548638132,26.43678161,36.09195402,23.10344828,5.977011494,1.724137931,2.988505747,1.724137931,0.459770115,1.494252874
E01000898,101.4,1729,14.86408329,73.56853674,11.56737999,37.76749566,3.817235396,0.0578369,16.88837478,2.486986698,0.925390399,3.065355697,2.255639098,4.279930596,0.925390399,2.371312898,2.660497397,9.253903991,3.643724696,2.602660497,2.602660497,1.388085599,3.007518797,2.502844141,4.778156997,7.167235495,66.66666667,17.51990899,1.365187713,0,13.29411765,8.352941176,0.235294118,20.82352941,23.29411765,28.58823529,3.058823529,2.352941176,9.986413043,4.144021739,6.046195652,0.475543478,7.948369565,63.45108696,7.948369565,13.08793456,50.40899796,17.17791411,5.72597137,1.840490798,4.08997955,2.862985685,0.613496933,4.192229039
E01000866,139.5,2030,15.41871921,72.75862069,11.8226601,51.23152709,3.596059113,0.147783251,15.61576355,1.428571429,1.18226601,1.57635468,2.118226601,1.083743842,0.591133005,5.123152709,0.78817734,1.921182266,4.729064039,3.201970443,1.18226601,1.18226601,3.300492611,1.486199575,7.643312102,8.38641189,41.18895966,38.1104034,3.184713376,0,15.76673866,15.87473002,0.971922246,28.8336933,15.1187905,20.51835853,1.51187905,1.403887689,14.26907397,7.804309843,8.619685498,0.99009901,10.94933023,50.43680839,6.930693069,12.45210728,31.1302682,21.4559387,7.85440613,7.088122605,5.076628352,6.417624521,3.256704981,5.268199234
