start_point,end_point,length
3832,4023,60
3832,4138,51
3833,3915,176
3833,2609616,173
2654,2655,64
3611,3835,258
3835,3611,270
3840,2609620,9
3328,4690,200
3808,3328,133
3843,3356,48
3844,3843,147
3843,4458,69
3846,2991,909
3847,3769,12
3669,2609623,26
3488,3669,60
3851,3811,63
3856,4299,56
3864,3393,20
3865,3393,16
3867,3491,196
3867,3934,7
3870,3341,43
3871,3341,85
3873,3809,59
3874,3847,121
3878,4015,34
3828,3488,16
3880,3958,31
2903,3609,102
3881,2903,316
3883,4429,13
3526,3916,17
3894,3865,84
3864,3865,22
3895,2609634,32
3896,2609635,90
3897,3851,169
3883,3294,84
3898,4211,35
3906,4002,11
3906,4028,16
3840,2609639,10
3910,3950,16
3911,3840,80
3913,2609641,34
2639,4094,25
3915,4448,283
3916,3915,294
3917,4201,33
3919,3920,68
3920,4838,185
3356,4574,77
3922,4428,56
3923,2915,49
2915,4544,244
3212,4041,63
3262,3212,14
3924,3504,42
3929,3681,69
3930,3931,96
3931,3668,10
3932,2655,117
3933,3934,196
3934,4634,80
3935,4513,67
3947,2609649,21
3948,3828,26
3949,3424,72
3424,4052,36
3947,2609650,18
3950,3951,8
3951,4053,12
3952,4043,11
3954,2609651,490
3642,4367,118
3955,3956,12
3956,4060,14
3958,2609652,48
3958,4001,17
3959,3631,183
3959,4172,141
3961,2609655,67
3102,4135,18
3965,3102,11
3967,4095,20
3968,3967,25
3969,3671,100
3970,3950,182
3971,2609658,150
3974,2609460,59
3733,2609662,103
3715,4158,23
3979,2609664,22
3980,4410,46
3981,2609665,82
3989,6445,280
3991,4365,130
3992,3991,174
3991,4248,40
3998,2609671,68
3999,3955,17
4000,2609672,50
4001,4710,155
4002,3264,7
3930,3668,91
3668,3894,8
4003,4065,63
4004,2609674,46
4005,4523,59
4007,4568,73
4007,4568,120
4008,3191,184
3537,6446,278
4015,4274,34
4015,2408,34
3276,4344,63
3923,3276,11
4016,3412,84
4023,4139,10
3916,4448,46
3971,2609679,108
4004,4906,104
4024,3469,32
4025,4084,8
4025,4219,70
4028,4781,84
3777,2609681,23
4029,3777,77
4033,3864,61
3262,4712,103
4041,3262,60
4042,3262,98
4043,5818,213
4043,4000,84
3895,5242,149
4047,4445,73
3870,4745,88
4049,4250,215
4052,3781,11
3781,4122,9
3910,4053,6
4053,4199,16
4058,4059,10
4059,4141,32
4059,4359,116
4060,3999,13
4061,4060,205
2541,2609686,58
4065,2541,52
3730,471039,96
3965,4135,13
4074,3574,45
4077,3894,14
3264,4245,29
4079,4418,40
4079,4418,48
4084,4287,70
4091,4543,52
4091,4218,82
4093,3371,29
4094,2609691,124
4094,4671,84
4095,4426,103
4095,3968,25
4052,2609692,18
4096,4331,72
4099,3923,55
4100,3910,195
3910,4199,14
4101,4262,68
4101,4504,46
4103,4104,95
4104,4103,80
4108,2609479,111
4109,2609479,70
4110,4077,108
4111,4077,9
4112,4693,65
4113,4112,77
4114,2805,134
2805,3823,51
4120,2609695,64
4121,4122,104
4122,4121,104
2408,4274,22
4129,2609342,167
4132,3999,60
4135,4484,108
4138,4139,48
4139,4196,176
4140,4141,18
4141,4058,6
4142,3794,110
4143,3794,160
4058,4453,116
4150,2609702,51
4113,4113,43
4158,2609704,38
4161,4660,58
4041,4042,42
3716,4540,43
4172,3608,106
4173,3608,49
4174,3631,34
4177,2609708,81
4158,4863,86
4179,3948,111
4140,3948,52
4180,2609664,208
4181,2609664,68
4111,4186,7
4186,2609710,46
4186,2609711,116
4111,4555,121
4187,4955,134
4188,4696,98
4189,3417,32
4189,5949,203
4196,3913,13
4197,4196,94
4198,3968,12
4199,6250,238
4200,4201,165
4201,4200,134
3981,4713,59
3913,3974,74
4211,4499,33
4211,4838,90
4212,4715,68
4212,4804,151
4218,4231,7
4219,3566,9
4220,3566,329
4221,4120,20
4221,4734,87
4224,3455,87
4230,4231,51
4231,2609719,46
4236,2609721,58
4240,4866,78
4240,4495,29
4244,2609725,163
4245,4750,109
4245,4281,16
4248,4379,7
4249,4249,117
4249,5431,140
4250,4872,71
4251,1581,18
4251,4259,36
4257,3747,112
4258,3747,16
4259,1581,36
4261,2609729,159
4262,2609730,33
3417,4374,37
3371,2609731,21
4268,3491,57
3491,4224,508
3609,4876,114
4108,2609736,91
4033,4299,70
4138,4914,71
4274,5128,101
4274,5472,140
4275,3924,181
4276,3924,190
4279,2609739,138
4281,4968,75
4103,4312,15
4283,4110,66
4110,4555,31
4000,6835,292
4285,2609742,39
4286,4140,47
4287,4219,8
4219,471038,54
4291,2609744,39
4292,4258,300
4258,2609745,321
4295,2609747,39
4299,3998,104
4303,4198,98
4304,4198,37
3823,4531,42
4312,4610,37
4312,4466,105
4313,3969,64
4321,4836,61
4330,3733,18
4331,5029,90
4332,3835,110
4173,2609753,44
4334,4173,75
4339,2609754,22
4340,4339,47
3961,4342,32
4342,5264,126
4343,3831,53
3974,4416,23
4344,4710,59
4345,4344,48
4042,4547,43
4357,2609757,18
4358,3215,93
3780,3215,123
4359,4453,11
4360,4359,27
4361,3808,131
4364,5197,137
4365,3174,4
4365,2609758,29
4367,3933,61
4374,2609759,134
4374,4074,49
4379,4248,35
3174,6191,255
4287,4566,55
4383,2609761,96
4384,4715,207
4283,2609762,61
4311,4283,25
4391,3954,46
4400,3911,4
3911,3929,6
4262,2609767,51
4403,5026,103
4403,5026,77
4120,4696,34
4357,4109,94
4408,4357,10
4409,4311,168
4410,4748,38
3998,5097,82
3929,4471,6
4416,4494,63
4416,2609772,9
4418,2609773,65
4422,4651,33
4423,4065,21
4424,4286,99
4425,4286,82
4426,4449,9
4428,2609776,23
4428,4291,22
4429,4545,17
4429,4942,61
4432,4400,58
4433,4400,8
4437,2609778,62
4440,4538,18
4441,2609779,27
4379,4611,20
4444,4445,25
4445,4446,584
4446,4445,13
4448,4441,201
4345,2609781,35
4449,4576,41
4450,4449,41
4453,4360,6
4455,2609785,45
4458,4574,44
4458,4833,44
4099,2609786,85
4459,4099,87
4143,4959,56
3933,4475,11
4460,3632,101
4462,3632,147
4465,4466,146
4466,4527,76
4444,4446,23
3949,4811,64
3949,4295,25
4471,4433,4
4471,4889,73
2751,4565,57
4475,2609791,93
4475,4548,74
4360,4425,18
4330,2609794,196
4482,4330,246
4483,4504,8
4484,4483,288
4483,2609795,104
4074,5510,126
4074,4543,47
4485,4423,25
4486,4174,141
4487,4174,55
4433,4432,57
4490,3961,16
2902,2609799,106
4491,2902,99
4493,2609801,57
4494,4495,18
4495,4633,17
4496,2609754,61
4497,2609754,45
4498,471038,277
4499,6001,178
4499,4530,18
4504,5088,107
4508,4872,257
4493,2609806,57
4512,4650,40
4061,4513,14
4513,4619,15
4515,4450,28
4450,4576,6
4523,4660,66
4523,5770,158
4109,2609810,109
4526,4383,205
4527,4383,82
4528,4527,195
3708,2609811,265
4529,3708,99
4530,6233,202
4531,4114,24
4444,4531,108
4537,4033,97
4538,4891,43
4538,2609505,132
4539,4540,9
4540,4593,10
4220,3567,76
4543,4559,9
4423,4767,23
4544,4929,41
4544,5558,341
4545,4697,19
4545,4697,20
4545,4546,30
4546,4547,17
4547,4786,40
4548,4874,35
4548,4634,72
4555,4609,6
4332,4259,6
4559,4230,78
4560,4559,174
4563,4150,123
4150,3814,62
4564,3646,32
3646,4993,138
4564,4966,44
4029,4564,61
4565,4614,16
4546,4697,24
4566,4650,10
4567,4566,184
4568,5563,139
4570,4539,40
4016,2705,204
2705,2609818,61
4494,4633,21
4574,4662,36
4575,4574,42
4576,4663,27
4576,2609822,152
4578,4671,17
4578,4578,70
4580,4409,82
4409,5335,95
4310,4580,10
4310,4836,140
4291,4740,18
4285,4733,67
4586,4285,18
4587,4061,16
4588,2609825,13
4295,4753,35
4593,4594,9
4593,4987,177
4594,4539,12
4604,4515,29
4515,4663,7
4605,4606,46
4606,5120,194
4606,4313,73
4334,2609829,133
4607,4334,216
4236,4343,21
4343,2609830,37
4609,2609831,11
4610,4623,56
4610,2609832,48
4611,5009,45
4611,2609833,79
4614,4845,41
4614,4905,79
4615,4332,19
3610,5162,109
4616,3610,370
4609,4934,37
4619,4587,15
4620,4619,36
4623,4425,160
4624,2609839,85
4629,4304,29
4630,4304,63
4631,4172,103
4633,4865,26
4634,4784,14
4634,4698,24
4496,4181,52
4645,4444,4
4645,2609845,35
3815,4645,15
4647,4785,13
4648,4345,50
4649,2614,120
2614,2609846,60
4594,6790,304
4650,5679,120
4651,4907,39
4650,5181,184
4132,2609220,11
4652,4132,16
4620,5864,173
4657,4620,41
4658,4659,48
4659,4985,112
4659,6312,288
4660,2609847,35
4660,5970,158
4662,5203,77
4663,4768,28
4665,4742,110
4668,4669,8
4669,4668,120
4670,4668,131
4669,4815,83
4671,4885,28
4441,4177,80
4672,2609852,24
4580,2609853,63
4673,4580,80
4651,5376,187
4674,4726,5
4675,4674,35
4676,2609854,232
4676,5046,114
4230,4560,16
4678,3815,31
4680,4675,34
4681,4649,9
4681,4588,55
4690,471039,129
3844,4833,40
4691,3844,28
4693,4956,32
4693,4956,28
4695,4929,85
4696,4757,25
4697,4786,10
4697,4942,43
4698,4784,26
4698,4873,62
4657,5864,132
3437,4657,9
4587,4652,286
4709,3814,53
4114,5930,169
4710,5352,96
4711,4604,42
4604,4768,6
4712,4867,25
4712,2609866,213
3437,5439,88
4560,4828,93
4713,2609867,13
3231,4586,25
4714,3231,88
4715,4763,24
4717,4029,90
4588,2609868,44
4652,2609220,16
4722,2609870,112
4670,4455,26
4455,5036,37
4723,4236,49
4725,4726,28
4726,4965,36
4727,2609871,111
4713,2609872,12
4691,4732,50
4732,4658,10
4733,5256,136
4733,2609873,41
4734,2609875,30
4734,5352,144
3874,4016,129
4121,4752,106
4740,4964,29
4741,4740,25
4742,4665,119
4745,5389,107
4745,4624,24
4746,2609879,16
4748,5204,98
4749,4748,72
4750,4751,17
4751,4958,62
4751,2609881,23
4752,4753,68
4753,4752,68
4756,4303,30
4757,4303,47
4763,2609884,134
4764,4586,44
4485,4767,14
4766,4485,16
4766,4485,15
4717,4767,213
4767,4785,166
4711,4768,53
4768,4711,42
4776,4268,34
4777,4268,79
4781,4129,30
4129,5299,81
4649,5465,83
4784,6245,238
4785,4911,132
4484,3970,82
3970,4100,54
4786,4942,44
4795,4781,105
4796,4615,23
4616,4615,29
4804,4432,32
4806,4678,107
4807,4678,35
4808,5197,106
4497,2609892,9
4811,4497,39
4815,5145,88
4717,4766,106
4816,4750,59
4673,5104,140
4673,2609896,90
4658,4931,197
4828,3874,27
4829,2609897,98
4008,4875,46
4830,4008,11
4833,4575,49
4833,5696,120
4108,6359,200
4177,4863,57
4836,5334,231
4838,5281,59
4844,4746,15
4845,4746,59
4847,4361,119
4179,4361,23
4848,4313,112
4313,4937,78
4849,4828,103
4850,4918,10
4863,4807,73
4865,2609905,11
4866,4865,15
4867,5010,23
4867,5010,35
4872,6141,146
4872,5055,136
4873,5121,32
4777,4873,30
4874,2609907,86
4874,2609908,100
4875,4830,47
4876,4830,68
4882,4916,9
4675,4725,54
4883,4866,7
4884,4885,58
4885,6219,198
4889,2609909,15
4889,2609910,10
4891,5014,15
4891,4915,48
4893,2609911,13
4711,5150,56
4901,4629,36
4629,2609916,27
4757,5926,128
4906,4905,16
4907,4437,15
4437,5069,28
4908,2609918,125
4911,4956,94
4912,4911,173
4913,4914,88
4914,5785,138
4915,4916,24
4916,4893,61
4917,5014,36
4918,2609919,12
4918,5282,103
4921,4631,153
4883,4957,105
4928,4883,22
4807,5394,151
4929,2609922,21
4930,4496,20
4931,4691,264
4934,6139,205
4935,4934,82
4936,4937,93
4937,5029,94
4938,4487,13
4487,4978,18
4763,5263,46
4940,4670,13
4847,4179,43
4942,5206,82
4944,3932,104
4945,5000,54
4624,4829,36
4951,4725,14
4575,5695,143
4906,5190,73
4358,4955,44
4956,4967,68
4957,4956,68
4912,4956,282
4958,4968,17
4958,2609929,15
4959,5440,66
4960,4959,89
4776,4777,44
4964,4741,8
4965,4964,1
4741,4984,4
4966,2609932,18
4967,4957,8
4968,5373,54
4969,2609933,19
4971,4493,93
4951,4965,8
4966,5311,46
4973,2609905,65
4974,2609905,12
4913,4945,54
4945,2609937,24
3932,4960,85
4975,4279,31
4845,5313,46
4978,5025,14
4978,4631,187
4981,5046,9
4907,5069,13
4984,5028,7
4984,5017,30
4985,5483,86
4811,5098,17
4986,4987,77
4987,5579,148
4988,6067,124
4616,4988,6
4988,4796,9
4723,4990,25
4990,4723,25
4990,4993,23
4993,4990,22
4459,5419,101
4908,4459,60
4995,4224,99
4996,4796,11
5000,5472,57
5001,4257,239
5002,4257,58
4279,3971,11
5004,5249,56
5008,5336,119
5009,6443,183
5009,5191,104
5010,5168,31
5013,4648,133
4648,5419,74
5014,5238,32
5015,4200,81
4484,5180,67
5016,2609948,31
4804,5638,125
5017,5036,64
5017,5028,30
4967,5053,79
5018,4967,66
5020,2609949,51
5021,4951,2
5022,4197,13
5023,4197,88
5024,4938,202
5025,4938,14
5026,11122,717
5028,5040,2
5029,5367,50
5036,4940,10
4709,2609957,87
5021,5134,13
5040,5021,10
4940,5145,292
5041,4974,51
4928,4974,5
4623,5149,28
4915,2609958,26
5042,4776,70
5046,2609960,11
4563,5103,45
5050,4563,51
5051,3780,48
5052,5040,30
5053,4928,36
5054,2609961,89
5055,5632,76
5055,1750,73
4180,4930,28
4930,2609966,78
5066,2609968,41
4424,4847,97
4921,5025,92
5069,5020,7
1750,4142,126
4142,4722,110
5072,4996,29
4996,5284,36
5023,2609973,36
5074,5023,7
5041,5053,91
5074,4973,33
5077,5074,31
5078,4913,199
5081,5658,74
5084,4816,69
5085,4816,49
5086,2609505,20
4893,2609977,50
5088,2609978,40
5088,2609979,81
5077,4973,17
4973,5102,13
5092,4990,27
5092,4990,27
5093,4990,24
5093,4990,29
5097,5232,89
5097,4537,120
5098,5627,111
5098,2609980,84
5100,4969,105
5101,4969,79
5102,5041,11
5103,2609981,8
5104,5491,179
5104,5707,69
5105,5022,57
5022,5502,47
5112,2609982,53
4567,5181,9
5113,4567,130
4764,2609983,47
5114,4764,47
5020,5066,27
5119,4709,96
5120,5742,72
5120,4848,162
5121,5498,47
5122,5121,179
5125,5897,96
5127,5016,25
5016,2609987,23
5128,5339,72
5128,6041,108
5134,5052,24
5134,5385,48
4727,4876,99
5139,4672,19
5141,2609988,277
5086,5767,99
5143,5086,52
5144,5374,81
5145,5176,93
4690,5449,40
4690,5475,83
5149,2609990,69
5150,5299,27
5150,2609991,40
4875,5579,55
5002,6736,196
5155,5002,53
5156,5102,58
5161,5103,9
4498,4220,10
5162,4220,82
5166,2609996,16
5168,4971,59
5169,5168,86
5170,5610,63
5176,5093,46
5177,5176,260
5178,4901,114
5180,4100,108
5181,5396,131
5183,2609998,33
5184,6359,223
4829,5215,3
5190,5576,45
4975,5190,46
5191,5192,21
5192,5191,34
5192,5339,48
5197,5636,50
5203,2610004,65
5204,4672,172
5205,5206,48
5206,5280,21
5207,5092,13
5208,2610005,33
5211,5242,10
5156,5077,45
5212,3232,95
5215,5389,46
5215,6183,119
5216,4424,8
5042,5959,82
5217,5042,154
5149,5741,66
5227,4180,48
5232,4537,140
4935,5775,105
5233,4935,185
5216,6915,215
5234,5216,94
4462,5261,132
3269,4462,96
5238,5575,48
5238,2610013,17
4498,5466,123
5240,4717,65
5242,2610014,9
5245,5267,19
5248,2610018,8
5249,2610019,46
5250,5249,86
5052,5384,20
5143,5253,77
5253,5143,53
5254,5311,17
5256,2610021,55
5258,5207,50
5207,6782,186
5259,2610022,12
5260,4460,70
5261,4460,55
5262,5263,64
5263,5588,38
5264,5734,119
5264,5376,20
4722,5440,44
5267,6082,90
5267,2610024,25
5066,5762,70
5276,4491,49
4491,2610027,40
5280,5636,118
5280,5777,109
5281,6001,89
5282,5281,118
5284,6060,82
5284,5072,9
5166,5284,51
5286,2610030,189
5289,5404,30
5291,2610031,9
5294,5602,65
5295,5072,82
5212,5166,155
5299,5350,9
5155,6576,161
5300,5155,104
5304,2610033,63
5305,4908,31
5183,2610034,30
5311,5183,40
5312,6161,95
5127,5248,140
5313,5127,38
5248,5805,53
5319,5350,80
5320,5162,42
5313,6005,73
5291,5685,40
5323,5291,12
5324,5233,85
5325,5233,284
5326,5378,12
5259,2610038,111
5334,5506,74
5334,5431,81
5112,4975,56
5335,5595,30
5336,5335,98
5339,5532,29
5340,6020,104
5178,2610043,16
5350,5586,35
5351,5487,14
5352,5803,56
5354,4529,59
4529,2609811,160
5364,5259,41
5367,6279,112
5367,5658,85
5373,5899,52
5373,2610051,48
5256,5413,136
5374,5105,86
5105,5978,65
5376,5917,97
5377,5378,98
5378,2610052,11
5384,5830,55
5385,5384,9
5388,2610055,144
5389,6367,186
4714,5114,25
5024,4714,36
5394,5887,57
5394,5054,54
5395,5084,77
5084,6014,69
5396,5113,11
5113,5577,95
5402,5178,52
5403,5404,13
5404,6009,76
5227,5253,53
5413,2610061,43
5419,6230,123
5431,5506,8
5018,5683,98
5432,5018,113
5439,5875,43
5440,6292,107
5441,5440,105
5445,5050,330
5446,5050,75
5447,1910,10
1910,5540,22
5448,5447,8
5447,5873,44
5449,5483,57
5450,5449,38
5464,5465,174
5465,5578,285
5466,5320,10
5467,5320,215
5085,2610069,29
5471,5085,93
5472,6181,77
5473,5448,10
5448,5844,42
5385,5830,61
5234,7320,239
5474,5234,109
5475,5605,41
5475,6275,190
5413,5114,87
5483,6234,97
4986,5487,16
5487,4986,40
5491,5596,46
5491,5562,8
5492,5208,35
5208,5881,144
5493,2610075,12
5498,5122,56
5498,5685,61
5499,5282,61
4742,5304,27
5502,5979,69
5502,6011,96
4971,5634,32
5506,5596,9
5506,5540,31
5240,5855,38
5507,5240,113
5508,5683,26
5305,5609,13
5509,5305,26
5510,4849,192
5510,5635,12
5511,5396,91
5512,5396,39
5520,5787,33
5521,5473,27
5523,5717,36
5217,6567,117
5524,5217,44
5364,2610081,13
5525,5364,161
5526,2610082,64
5204,5765,25
5532,6246,73
2610,2610086,66
5537,5524,38
5538,5524,25
5540,5739,20
5541,5258,22
5258,2610089,158
5542,2609811,103
5545,5493,9
5538,5537,14
5547,5538,71
5549,5112,64
5551,2610092,33
3881,4727,111
5466,6094,216
5556,2610097,106
5558,6768,251
5558,7186,535
5561,5562,95
5562,6179,68
5563,7400,248
5563,5665,237
5572,5547,27
5547,5689,14
5573,2610103,75
5575,2610104,72
5576,5764,23
5577,6166,208
5576,5856,27
5578,5180,307
5180,6251,90
5579,6330,91
5579,6280,155
5582,5450,44
5532,6371,113
5169,2610105,24
5586,5684,41
5586,5666,36
5587,5588,36
5588,2610106,64
5493,5499,62
5054,2610109,428
5595,2610111,68
5595,7448,216
5596,5739,33
5601,7972,355
5602,5951,35
5605,5450,44
4244,7300,202
5606,4244,223
5607,5205,31
5205,5758,38
5609,5698,147
5609,5698,27
4607,2610114,65
5610,4607,12
5572,5689,37
5615,5572,89
5616,4465,44
4465,2610115,29
5624,6219,106
5624,2610118,140
5625,5156,21
5626,6534,200
5627,5227,95
5632,2610120,45
5633,5634,33
5634,5649,19
5635,5719,188
5635,5556,51
5636,5777,15
5637,5638,12
5638,6777,225
5642,2610,5
5644,2610122,33
5648,5015,64
5648,5649,21
5649,5648,20
5633,5649,26
5260,5261,36
5015,5691,7
5656,5577,137
5658,5526,144
5659,5300,90
5660,5300,52
5665,2610126,10
4795,5899,40
5666,4795,4
5575,6346,76
5507,5541,51
5541,5507,52
5678,5610,83
5679,2610129,42
5679,5511,312
5632,5922,25
5681,5642,38
5642,2610130,35
5683,2610132,9
5684,5666,27
5685,5959,80
5689,5537,72
5690,6580,82
5691,5749,28
5692,5691,14
5694,5657,19
5695,5696,48
5696,6291,85
5698,5509,13
5699,5509,61
5707,5782,11
5707,5738,7
5707,5782,11
5708,5402,34
5708,5898,19
5402,5898,41
3269,5936,280
5711,5794,23
5716,5717,77
5717,6020,58
5718,4848,70
4848,6279,150
5719,4849,11
5720,5948,22
5722,5336,35
5723,5657,74
5726,5024,74
5727,5276,107
5276,5551,46
5728,5637,200
5729,5637,243
5304,7170,278
5734,5735,31
5735,5734,75
5738,5946,23
5738,2610140,51
5739,5843,13
5740,5474,264
5741,5474,8
5742,2610141,50
5742,5718,150
5749,6164,160
5749,5692,39
5751,5169,66
5757,2610146,31
5758,2610147,13
5758,2610148,57
5665,2610151,10
5762,2610152,53
5763,5762,39
5762,5763,16
5764,5856,17
5764,2610153,216
5765,6305,83
5765,6081,78
5767,2610154,54
5770,5521,49
5771,5521,12
5772,5741,41
5615,6450,82
4995,5615,31
5775,5324,67
5324,7824,281
5776,7721,272
5776,5606,107
5777,5889,21
5778,6220,50
5780,2610160,22
5757,6182,44
5782,5841,7
5726,4921,226
5784,4921,84
5785,5374,72
5787,6288,84
5735,5787,31
5446,5119,30
5793,5119,112
5698,2610165,33
5794,5395,36
5395,6066,34
5803,6385,75
5803,5013,19
5804,2610166,70
5805,2610167,9
5805,5987,44
5660,6780,124
5812,5660,49
5818,5950,14
5818,5893,49
5830,5940,15
5831,5625,24
5832,5625,31
5833,5644,25
5644,5931,31
5834,5719,95
5835,6580,273
4275,5835,204
5835,6825,192
5838,2610174,40
5692,2610175,95
5839,5605,190
5841,5946,17
5842,5841,40
5843,5873,11
5843,5561,13
5844,5771,10
5771,8395,300
5441,6500,81
4944,5441,92
5845,4995,106
5855,5988,22
5855,5988,16
5856,5080,94
5772,6457,94
5616,5772,79
5864,5875,8
5873,5844,9
5873,8050,261
5844,8395,294
5874,5551,37
5875,6354,56
5763,5947,46
5880,5780,36
5780,2610183,39
5881,4944,48
5678,5882,33
5882,5882,37
5882,2610184,43
5690,4275,22
5887,5888,22
5888,5887,22
5889,6152,35
5889,6240,77
5354,5690,91
5499,6153,75
5893,5951,42
5893,6509,151
5897,5770,37
5898,2610187,9
5899,6075,21
5900,5881,16
5901,5607,66
5902,5607,39
5232,6907,122
5900,6261,41
5912,5900,304
5913,5633,51
5914,5633,149
5915,5812,138
5916,5812,48
5917,2610191,63
5013,6131,50
5921,5684,80
5922,7192,178
5922,6044,83
5923,2610194,26
5926,6372,75
5926,5716,88
5916,2610195,61
5928,5916,284
5930,5377,119
5377,2610196,61
5931,5794,34
5923,5934,144
5934,5934,64
5935,5354,43
5936,5260,93
5938,5549,25
5938,5549,25
5940,6506,92
5940,5995,81
5941,6105,19
5946,8091,254
5947,5948,55
5948,2610202,33
5949,7573,197
5949,8300,274
5950,2610203,107
5950,6597,77
5951,5250,33
5833,2610206,10
5956,5833,16
5959,6593,99
5959,7560,225
5561,7600,197
5507,6105,24
5507,6105,24
5961,5507,168
5964,2610210,37
5970,5897,29
5971,2610212,26
5627,6656,96
5627,6616,97
5972,5767,105
5978,5979,21
5979,6349,65
5980,2610214,59
5981,4912,53
5982,5446,45
5983,6026,5
5983,5983,57
5987,2610217,13
5987,2610218,10
5888,2610219,131
5695,6290,88
5988,2610220,11
5989,5100,10
5100,6107,19
5978,6349,41
5995,6030,40
5995,6030,99
5999,5616,35
5319,7463,243
6000,5319,28
5122,6593,115
6001,6221,25
5582,6234,41
6004,5582,246
5582,6894,137
6005,6005,65
5917,6488,65
6009,2610228,85
6010,6009,209
6011,5831,56
6012,5831,16
5467,6094,9
6013,5467,119
6014,6214,73
6014,6552,113
6020,6385,84
5804,2610232,19
6024,5970,32
6025,5845,113
5681,5845,8
5989,6026,24
6026,2610234,78
6030,5177,102
6033,2610236,21
5250,6183,36
6036,5699,74
6037,5699,87
5931,6301,35
6041,6244,52
6041,6181,17
5938,6442,48
2997,5938,12
6043,6045,73
6044,6045,79
6045,6292,168
6046,5681,25
6047,5989,13
6048,6330,76
5177,7244,182
6049,2610241,105
6054,5902,35
6055,5902,56
6056,2610244,93
6058,5999,118
4528,5999,39
6043,6044,58
6059,3881,134
5295,6060,10
6060,6252,96
6064,5212,23
6066,6301,70
6066,6214,18
6067,5295,11
6068,5295,19
6067,6013,62
6073,2610247,14
6074,6075,60
6075,6258,22
6079,5842,370
6080,5842,68
6081,6082,157
6082,6096,17
6087,6354,259
6090,7639,181
6092,6046,127
6093,6046,58
6094,6166,10
6094,6360,118
6096,2610250,32
6096,6141,73
5556,6118,3
6099,6024,41
6099,6024,56
6012,5832,9
6100,5832,29
6103,5785,30
6105,6248,85
6106,5964,29
5964,6286,22
6107,6047,15
6107,5525,71
6109,2997,49
6110,2997,11
5775,2610256,43
6115,4528,22
6116,6699,139
6033,6307,35
5880,6033,12
6117,6118,118
6118,6519,49
5526,6306,55
6127,5678,9
5525,5923,108
6131,6230,14
5722,6304,52
6139,5722,95
6140,6115,139
4526,6115,56
6141,7119,124
6147,6012,32
6012,6260,18
6047,6892,89
6150,6774,421
6152,7054,134
6152,2610267,61
6153,2610268,31
5901,5880,63
6110,6529,43
6156,6110,10
6131,7253,157
6073,2610270,10
5573,6073,42
6161,6099,7
5947,7198,165
6000,7463,169
6162,6000,134
6163,5804,88
6164,6182,11
6165,6164,54
6166,5838,64
